"id","quantity_ordered","unit_1","weight_per_unit","unit_2","theoretical_calc","unit_3","trial_batch","unit_4","total_calc","unit_5","calculate_loss","percent_loss","unit_6","plus_loss","unit_7","unit_8","rd_formulas_id","department","subject","plan_order","phone_number","lot","confirm_formula","confirm_formula_date","confirm_formula_inhouse","note","user_create","record_status","created_at","updated_at"
"100","5000.0000","ชิ้น","87.5000","g","437.5000","Kg","0.0000","Kg","437.5000","Kg","2.1880","0.5000","Kg","439.6880","Kg","kg","RDF2302020","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","House of skin Coconut body oil","949","0955624767","1","3.2","02/2023","","Density 0.875  อ้างอิงจากการผลิตที่ผ่านมา","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-02-10 02:13:02","2025-02-10 02:13:02"
"101","1500.0000","ชิ้น","30.0000","g","45.0000","Kg","0.0000","Kg","45.0000","Kg","0.2250","0.5000","Kg","45.2250","Kg","kg","RDF2301048","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Miss millions soothing milk mask","952","0955624767","2","1","28/10/2021","","","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-02-10 06:17:08","2025-02-14 02:12:55"
"102","120.0000","ชิ้น","15.0000","กรัม","1.8000","กิโลกรัม","0.0000","","1.8000","กิโลกรัม","0.0000","","กิโลกรัม","1.8000","กิโลกรัม","kg","RDF2412108","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Tira Glow Essence Serum (tester)","989","096-6254984","0","2.2 (RDF2410121_2.2)","25/11/24","2.21 (RDF2410121_2.21)","Cold Process","ธนพร ปานสาคร / R&D","1","2025-02-10 10:19:50","2025-02-27 02:23:52"
"103","3000.0000","ชิ้น","350.0000","g","1050.0000","Kg","10.0000","Kg","1060.0000","Kg","31.8000","3.0000","Kg","1091.8000","Kg","kg","RDF2501029","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Mopoo Organics shampoo  กลิ่น HOBO","955","0955624767","1","3","16/01/25","","อ้างอิง % Loss จาก Hlabs Anti Dandruff Intense Shampoo","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-02-12 05:54:15","2025-02-14 02:11:19"
"104","10000.0000","ชิ้น","30.0000","g","300.0000","kg","0.0000","kg","300.0000","kg","6.0000","2.0000","kg","306.0000","kg","kg","RDF2405218","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Pharmular See Through Hybrid Sunscreen","962","0955624767","3","สูตร: CFสูตร คอนเฟิมสูตร4 (MFG22/12/23)","Cf date: 22/1/24","RDF2403039_1","อ้างอิงจากการผลิตที่ผ่านมา","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-02-14 06:09:05","2025-03-14 03:30:27"
"105","100000.0000","ชิ้น","7.0000","g","700.0000","Kg","0.0000","Kg","700.0000","Kg","14.0000","2.0000","Kg","714.0000","Kg","kg","RDF2212115","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Pharmular ACNE CLEAR SPOT GEL","1006","0955624767","16","5  RDF2212115_5","ปี 2021","","อ้างอิงจากการผลิต LOT ก่อนหน้า","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-02-18 06:21:36","2025-05-14 01:13:23"
"106","200.0000","ชิ้น","10.0000","กรัม","2.0000","กิโลกรัม","0.0000","","2.0000","กิโลกรัม","0.0200","1.0000","กิโลกรัม","2.0200","กิโลกรัม","kg","RDF2502028","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","","","","","","","","","ธนพร ปานสาคร / R&D","1","2025-02-18 08:20:35","2025-02-18 08:20:35"
"107","100000.0000","ชิ้น","39.5900","g","3959.0000","Kg","10.0000","Kg","3969.0000","Kg","79.3800","2.0000","Kg","4048.3800","Kg","kg","RDF2501139","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","LA GLACE BROAD SPECTRUM DAILY AQUANOVA SUNSCREEN","998","0955624767","1","CFสูตร1.4 (MFG24/1/25)","","","อ้างอิง loss จาก Her hyness Sunscreen 50 ml\nDeb 0.9898","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-02-18 11:06:49","2025-03-13 07:33:25"
"108","10000.0000","ชิ้น","100.0000","g","1000.0000","Kg","0.0000","Kg","1000.0000","Kg","30.0000","3.0000","Kg","1030.0000","Kg","kg","RDF2311006","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Mersi Extra Sensitive Feminine Cleanser","978","0955624767","2","2","3/11/2566","","ปรับเพิ่มเป็น 3 %  \nในรอบการผลิต Lot : 2\nคิดเฉลี่ย MAX Loss จากผสม = 1.68 % \nและ Loss จากการบรรจุ 0.88 % รวม Loss 2.56 %","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-02-19 10:44:12","2025-02-21 07:09:57"
"109","5000.0000","ชิ้น","9.9000","กรัม","49.5000","กิโลกรัม","0.0000","","49.5000","กิโลกรัม","1.7330","3.5000","กิโลกรัม","51.2330","กิโลกรัม","kg","RDF2403141","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","AimeeSummer to winter Daily UV hya sunscreen  10 ml","979","0660977899","1","","","","den 0.99, RDF2310072_6","ชรินทร์ทิพย์ /R&D","1","2025-02-21 08:52:06","2025-02-21 08:58:54"
"110","5000.0000","ชิ้น","30.0000","กรัม","150.0000","กิโลกรัม","10.0000","กิโลกรัม","160.0000","กิโลกรัม","4.8000","3.0000","กิโลกรัม","164.8000","กิโลกรัม","kg","RDF2502031","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ CELEKIN MELANOLESS CERAMIC SKIN HYBRID SUNSCREEN SPF50+ PA++++","","0946766466","1","5  (RDF2411126_5)","11/2/2025","","อ้างอิง%Loss จาก Uncommonskin Lingoshield anti-pollution daily invisible hybrid sunscreen SPF50+ PA++++","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-02-24 02:11:25","2025-02-24 02:11:25"
"111","5000.0000","ชิ้น","150.0000","g","750.0000","Kg","10.0000","Kg","760.0000","Kg","22.8000","3.0000","Kg","782.8000","Kg","kg","RDF2502025","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","CELEKIN MOISTSHIELD PERFECT PURIFYING CLEANSING GEL","973","0955624767","1","CF  สูตร 4.1 กลิ่น  Aloe","CF Date 10/2/25","","อ้างอิง%Loss จากPHARMULAR ACNE CYCLE CLEAR CLEANSING GEL","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-02-24 02:23:47","2025-02-24 02:25:16"
"112","10000.0000","ชิ้น","20.0000","g","200.0000","Kg","10.0000","Kg","210.0000","Kg","7.3500","3.5000","Kg","217.3500","Kg","kg","RDF2502106","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Y8 DERMA CALM SUN SHIELD","988","0955624767","1","CF สูตร 7 (MFG 14/8/24)","CF วันที่ 11/12/24","สูตรปรับภายใน สูตร 8 RDF2404096_8","อ้างอิงจาก Sothyda hybrid sunscreen","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-02-24 06:29:16","2025-02-24 06:29:16"
"113","5100.0000","ชิ้น","10.0000","กรัม","51.0000","กิโลกรัม","0.0000","กิโลกรัม","51.0000","กิโลกรัม","0.7650","1.5000","กิโลกรัม","51.7650","กิโลกรัม","kg","RDF2412120","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","LAMALL BUST OIL  ทำเพิ่มให้งาน rework","888","0660977899","1","3 (MFG20/11/2024)","28/11/2024","-","Den 0.9 , RDF2410136_3","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-02-24 08:04:27","2025-02-27 06:40:09"
"114","86000.0000","ชิ้น","7.0000","กรัม","602.0000","กิโลกรัม","","","602.0000","กิโลกรัม","0.0000","0.0000","","602.0000","กิโลกรัม","kg","RDF2502110","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ HER HYNESS UV ADAPT HYA WATER SUNSCREEN SPF50+ PA++++ สูตร3.3","935","0946766466","1","3.3","","","*รอผลปรับสูตร","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-02-24 10:35:21","2025-02-24 10:38:14"
"115","17000.0000","ชิ้น","30.0000","กรัม","510.0000","กิโลกรัม","10.0000","กิโลกรัม","520.0000","กิโลกรัม","0.0000","0.0000","","520.0000","กิโลกรัม","kg","RDF2502112","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ HER HYNESS UV ADAPT HYA WATER SUNSCREEN SPF50+ PA++++ สูตร3.4","933","0946766466","1","3.4","","","*รอผลปรับสูตร","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-02-24 10:40:17","2025-02-24 10:40:17"
"116","1000.0000","ชิ้น","30.0000","กรัม","30.0000","กิโลกรัม","0.0000","กิโลกรัม","30.0000","กิโลกรัม","1.2000","4.0000","กิโลกรัม","31.2000","กิโลกรัม","kg","RDF2502091","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Lily nice clinic Joybliss hybrid sunscreen SPF 50 PA++++","861","0660977899","1","2 (MFG25/10/2024)","8/11/2024","","Den 1.0, RDF2409109_2.4 ใช้ valida 3% ส่งลูกค้าเรียบร้อยแล้ว","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-02-27 10:54:27","2025-03-07 10:13:50"
"117","20000.0000","ชิ้น","15.0000","g","300.0000","Kg","0.0000","Kg","300.0000","Kg","6.0000","2.0000","Kg","306.0000","Kg","kg","RDF2402084","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","SEOUL Moist Reju Cream","1047","0955624767","2","CF. สูตร 1.5 (RDF2312041_1.5)","29/05/24","","Process : Cold Process %loss จาก Seoul White Cream","เบญจมาศ แวดอุดม/เช็คสารแทนพี่เฟิร์น","1","2025-03-03 01:55:05","2025-05-29 09:27:23"
"118","3000.0000","ชิ้น","150.0000","กรัม","450.0000","กิโลกรัม","10.0000","กิโลกรัม","460.0000","กิโลกรัม","4.6000","1.0000","กิโลกรัม","464.6000","กิโลกรัม","kg","RDF2501077","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบสำหรับผลิตภัณฑ์  Jentle Prove Airy touch body sunscreen","990","096-6254984","1","6 (RDF2409055_6)","6/2/2025","","Process : Cold Process \nอ้างอิงเนื้อจาก : W Diary Anti-Aging Sensitive Body Sunscreen","ธนพร ปานสาคร / R&D","1","2025-03-04 06:55:34","2025-03-07 00:59:11"
"119","3000.0000","ชิ้น","30.0000","g","90.0000","Kg","0.0000","Kg","90.0000","Kg","0.6300","0.7000","Kg","90.6300","Kg","kg","RDF2305070","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Foresta Whitening & Pore Minimizing SerumForesta Whitening & Pore Minimizing Serum","993","0955624767","6","1  RDF2305070_1","2023","","อ้างอิงจากการผลิตก่อนหน้า","Thidapon Kliangrot / Viewer","1","2025-03-05 02:04:52","2025-03-05 02:04:52"
"120","3000.0000","ชิ้น","30.0000","กรัม","90.0000","กิโลกรัม","0.0000","","90.0000","กิโลกรัม","0.9000","1.0000","กิโลกรัม","90.9000","กิโลกรัม","kg","RDF2305035","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ Golden C Vegan Serum","992","0946766466","6","5","","","","Thanyanitchawee / RD","1","2025-03-05 02:30:13","2025-03-05 02:30:13"
"121","5000.0000","ชิ้น","40.0000","กรัม","200.0000","กิโลกรัม","10.0000","กิโลกรัม","210.0000","กิโลกรัม","3.1500","1.5000","กิโลกรัม","213.1500","กิโลกรัม","kg","RDF2502127","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","CELESTIQUE Extremolyte Barrier Gel-Cream","950","0660977899","1","สูตร 2 (MFG 20/12/2024)","6/1/2025","2.1 (กำลังปรับสูตร)","Den 1.0 RDF2412007_2.1","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-03-06 07:44:31","2025-03-07 09:44:24"
"122","5000.0000","ชิ้น","30.0000","g","150.0000","Kg","10.0000","Kg","160.0000","Kg","4.8000","3.0000","Kg","164.8000","Kg","kg","RDF2503033","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","FORESTA HYDRATING VEGAN SUNSCREEN SPF 50+ PA++++","863","0955624767","1","1","05/09/2566","2","อ้างอิง%lossจากPharmular See Through Hybrid Sunscreen Serum SPF 50+ PA++++ 30 Ml.","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-03-06 07:52:51","2025-03-06 07:52:51"
"123","3000.0000","ชิ้น","100.0000","กรัม","300.0000","กิโลกรัม","0.0000","กิโลกรัม","300.0000","กิโลกรัม","4.5000","1.5000","กิโลกรัม","304.5000","","kg","RDF2304007","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Foresta Eau de  rose essence","991","0660977899","9","2","9/12/2019","-","Den 1.0 RDF2304007_1","ชรินทร์ทิพย์ / R&D","1","2025-03-06 10:20:44","2025-03-06 10:20:44"
"124","10000.0000","ชิ้น","13.0000","กรัม","130.0000","กิโลกรัม","0.0000","","130.0000","","3.9000","3.0000","กิโลกรัม","133.9000","กิโลกรัม","kg","RDF2408140","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์  SUNSMILE Jelly gluta berry c lipmask","997","0946766466","2","5","2/9/2025","","","Thanyanitchawee / RD","1","2025-03-07 01:05:45","2025-03-14 03:06:00"
"125","20000.0000","ชิ้น","50.0000","กรัม","1000.0000","กิโลกรัม","","","1000.0000","กิโลกรัม","0.0000","0.0000","","1000.0000","กิโลกรัม","kg","RDF2503017","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ \""HER HYNESS UV ADAPT HYA WATER SUNSCREEN SPF50+ PA++++ 50ml","1143","0946766466","6","3.7","11/3/2025","","","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-03-07 01:29:13","2025-08-29 07:58:59"
"126","30000.0000","ชิ้น","7.0000","กรัม","210.0000","กิโลกรัม","0.0000","กิโลกรัม","210.0000","กิโลกรัม","0.0000","0.0000","กิโลกรัม","210.0000","กิโลกรัม","kg","RDF2502114","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","HER HYNESS UV ADAPT HYA WATER SUNSCREEN SPF50+ PA++++  7 ml","994","0660977899","2","3.5","5/3/2025","-","Den 1.0 RDF2502108_3.5","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-03-07 06:17:02","2025-03-07 06:31:45"
"127","7.0000","ชิ้น","100.0000","กรัม","0.7000","กิโลกรัม","0.0000","กิโลกรัม","0.7000","กิโลกรัม","0.1000","14.3000","กิโลกรัม","0.8000","กิโลกรัม","kg","RDF2503028","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","CHULADOCTOR  Organic Premium Facial Cleanser ทำเพิ่ม 7 ชิ้น","996","0660977899","1","สูตร 1 (MFG5/3/2025)","5/3/2025","-","Den 1.0 RDF2503028_1  ทำเนื้อเพิ่ม 7 ชิ้น เผื่อ loss ตามสเกลแล็บ ใช้สารในแล็บ","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-03-10 06:08:53","2025-06-24 10:44:10"
"128","5000.0000","ชิ้น","29.1000","กรัม","145.5000","กิโลกรัม","10.0000","กิโลกรัม","155.5000","กิโลกรัม","1.5550","1.0000","กิโลกรัม","157.0550","กิโลกรัม","kg","RDF2501138","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","CELEKIN X50 ADVANCE ILLUMINATING SERUM 30 ml","976","0660977899","1","3 (MFG 27/1/2025)","11/2/2025","-","Den 0.97 RDF2411160_3","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-03-11 04:13:55","2025-05-30 06:50:52"
"129","30000.0000","ชิ้น","7.0000","กรัม","210.0000","กิโลกรัม","","","210.0000","กิโลกรัม","0.0000","0.0000","","210.0000","กิโลกรัม","kg","RDF2503066","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ HER HYNESS UV ADAPT HYA WATER SUNSCREEN SPF50+ PA++++","994","0946766466","2","3.7D","11/3/2025","","","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-03-11 07:06:46","2025-03-11 07:06:46"
"130","5000.0000","ชิ้น","8.0000","g","40.0000","Kg","10.0000","Kg","50.0000","kg","1.5000","3.0000","kg","51.5000","kg","kg","RDF2502054","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบ สำหรับผลิตภัณฑ์ Red-dark spotless corrector","1007","095-8942086","1","1(RDF2502054_1)","01/03/25","","Hot process อ้างอิงเนื้อจาก:PHARMULAR DARK SPOT AND SCAR GEL","วรรณภา หน่อท้าว / R&D","1","2025-03-13 09:46:27","2025-03-18 09:54:16"
"131","5000.0000","ชิ้น","40.0000","กรัม","200.0000","กิโลกรัม","10.0000","กิโลกรัม","210.0000","กิโลกรัม","3.1500","1.5000","กิโลกรัม","213.1500","กิโลกรัม","kg","RDF2412099","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","CELESTIQUE Extremolyte Barrier Gel-Cream","950","0660977899","1","2 (MFG20/12/2024)","6/1/2025","-","Den 1.0 RDF2412007_2","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-03-13 10:05:49","2025-03-13 10:18:32"
"132","3000.0000","ชิ้น","10.0000","g","30.0000","Kg","0.0000","Kg","30.0000","Kg","0.6000","2.0000","Kg","30.6000","Kg","kg","RDF2403039","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Pharmular See Through Hybrid Sunscreen","1002","0955624767","2","สูตร: CFสูตร คอนเฟิมสูตร4 (MFG22/12/23)","Cf date: 22/1/24","RDF2403039_1","%loss อ้างอิงจากการผลิตที่ผ่านมา","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-03-14 03:34:15","2025-03-14 03:34:15"
"133","5000.0000","ชิ้น","40.0000","g","200.0000","Kg","10.0000","Kg","210.0000","Kg","6.3000","3.0000","Kg","216.3000","Kg","kg","RDF2502006","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","CELESTIQUE Ectoin Infused Multiverse Sunscreen","951","0955624767","1","CF สูตร 3 MFG 07/2/25","CF Date 12/2/25","-","อ้างอิง %Loss ตาม Pharmular See Through Hybrid Sunscreen Serum SPF 50+ PA++++","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-03-17 02:25:35","2025-03-17 02:25:35"
"134","10000.0000","ชิ้น","28.8000","กรัม","288.0000","กิโลกรัม","0.0000","กิโลกรัม","288.0000","กิโลกรัม","0.0000","0.0000","กิโลกรัม","288.0000","กิโลกรัม","kg","RDF2503098","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","HER HYNESS HYA+ WATER SUNSCREEN SPF50+ PA++++ 30 ml","1104","0660977899","3","1.4B","-","1.42 (ตัดProtection-P)","Den 0.96 , RDF2503098_1.42","ชรินทร์ทิพย์ / R&D","1","2025-03-17 06:24:45","2025-07-14 08:49:21"
"135","5000.0000","ชิ้น","100.0000","กรัม","500.0000","กิโลกรัม","10.0000","กิโลกรัม","510.0000","กิโลกรัม","7.6500","1.5000","กิโลกรัม","517.6500","กิโลกรัม","kg","RDF2502134","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","CELEKIN HYABIOTIC GENTLE EXFOLIATING ESSENCE 100 ml","974","0660977899","1","4 (MFG28/2/2025)","11/3/2025","-","Den 1.0 RDF2411132_4","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-03-17 09:28:55","2025-03-17 09:32:47"
"136","33000.0000","ชิ้น","40.0000","g","1320.0000","Kg","0.0000","Kg","1320.0000","Kg","0.0000","0.0000","Kg","1320.0000","Kg","kg","RDF2411168","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","HER HYNESS ACNE SUNSCREEN","1001","0955624767","1","13 RDF2410086_13  (แต่เซลล์แจ้งลูกค้าเป็น14)","","","ไม่เผื่อ %Loss","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-03-18 04:40:32","2025-03-27 06:32:34"
"137","1000.0000","ชิ้น","85.2000","กรัม","85.2000","กิโลกรัม","0.0000","กิโลกรัม","85.2000","กิโลกรัม","1.7040","2.0000","กิโลกรัม","86.9040","กิโลกรัม","kg","RDF2212086","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Kimphally KP Hair Tonic  100 ml","1004","0660977899","14","standard","-","-","Den 0.852 RDF2212086_1","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-03-18 07:31:48","2025-03-18 07:31:48"
"138","3000.0000","ชิ้น","50.0000","กรัม","150.0000","กิโลกรัม","10.0000","กิโลกรัม","160.0000","กิโลกรัม","6.4000","4.0000","กิโลกรัม","166.4000","กิโลกรัม","kg","RDF2501079","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","PANZY LAB HAPPY JUGG UNDERARM AND DEODORANT CREAM","1005","0660977899","1","2.3 (MFG3/2/2025)","13/2/2025","-","Den 1.0 RDF2412075_2.3","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-03-18 07:42:00","2025-04-01 04:09:11"
"139","1.0000","ชิ้น","1000.0000","กรัม","1.0000","กิโลกรัม","0.0000","กิโลกรัม","1.0000","กิโลกรัม","0.1000","10.0000","กิโลกรัม","1.1000","กิโลกรัม","kg","RDF2310049","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","NANA Serum  Tester","1009","0660977899","0","1","-","-","Den 1.0 RDF2310049_1","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-03-20 00:26:21","2025-03-20 00:26:21"
"140","40000.0000","ชิ้น","40.0000","g","1600.0000","Kg","10.0000","Kg","1610.0000","Kg","48.3000","3.0000","Kg","1658.3000","Kg","kg","RDF2411077","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","VIV SKIN Ultra Defense AquaSilk Hybrid Sunscreen SPF 50+ PA++++  สูตรเพิ่ม SPF/PA","","0955624767","1","4.3","","","","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-03-20 03:36:59","2025-03-20 03:36:59"
"141","5000.0000","ชิ้น","50.0000","กรัม","250.0000","กิโลกรัม","0.0000","กิโลกรัม","250.0000","กิโลกรัม","2.5000","1.0000","กิโลกรัม","252.5000","กิโลกรัม","kg","RDF2212110","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","MDLight Finger Root Moisturizing Spray กลิ่น Aloe Vera","1011","0660977899","2","2","-","-","Den 1.0 RDF2212110_2","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-03-20 03:40:19","2025-03-27 06:16:02"
"142","40000.0000","ชิ้น","40.0000","g","1600.0000","Kg","10.0000","Kg","1610.0000","Kg","48.3000","3.0000","Kg","1658.3000","Kg","kg","RDF2410160","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","VIV SKIN Ultra Defense AquaSilk Hybrid Sunscreen SPF 50+ PA++++","","","","","","","","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-03-20 04:00:36","2025-03-20 04:00:36"
"143","3000.0000","ชิ้น","100.0000","g","300.0000","Kg","10.0000","Kg","310.0000","Kg","3.1000","1.0000","Kg","313.1000","Kg","kg","RDF2503059","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Mommam Tear Stain Remover  ไม่จด อย.","1014","0955624767","1","สูตร 3 (MFG : 11/03/25) RDF2412001_3","12/03/2025","","","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-03-21 06:21:17","2025-04-07 05:55:15"
"144","5000.0000","ชิ้น","100.0000","กรัม","500.0000","กิโลกรัม","10.0000","กิโลกรัม","510.0000","กิโลกรัม","7.6500","1.5000","กิโลกรัม","517.6500","กิโลกรัม","kg","RDF2501137","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","CELEKIN HYABIOTIC GENTLE EXFOLIATING ESSENCE  100 ml","974","0660977899","1","3 (MFG30/1/2025)","10/2/2025","-","Den 1.0 RDF2411132_3","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-03-25 06:58:04","2025-03-25 07:05:30"
"145","4.0000","ชิ้น","2500.0000","กรัม","10.0000","กิโลกรัม","0.0000","กิโลกรัม","10.0000","กิโลกรัม","0.1000","1.0000","กิโลกรัม","10.1000","กิโลกรัม","kg","RDF2503202","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","MDCont. (หมอสมเกียรติ)  Tester","1012","0660977899","Tester","1","-","-","Den 1.0 , RDF2503202_1  ใช้สารในแล็บทั้งหมด","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-04-01 04:29:13","2025-04-01 06:59:51"
"146","10.0000","ชิ้น","1000.0000","กรัม","10.0000","กิโลกรัม","0.0000","กิโลกรัม","10.0000","กิโลกรัม","0.1000","1.0000","กิโลกรัม","10.1000","กิโลกรัม","kg","RDF2503203","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","MDLight Finger Root Moisturizing Spray  (กลิ่น Aloe Vera)","1059","0660977899","3","1","-","-","Den 1.0, RDF2503203_1","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-04-01 04:35:39","2025-05-22 10:54:19"
"147","1.0000","ชิ้น","1000.0000","กรัม","1.0000","กิโลกรัม","0.0000","","1.0000","กิโลกรัม","0.0000","0.0000","","1.0000","กิโลกรัม","kg","RDF2503200","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Bactocid gel (tester 1 L)","1013","0889853722","0","RDF2503200_1 ยังไม่คอนเฟิร์ม","-","-","","Benjamas Waedudom / R&D","1","2025-04-02 10:21:23","2025-04-02 10:21:23"
"148","3533.0000","ชิ้น","30.0000","g","105.9900","Kg","0.0000","-","105.9900","Kg","2.6500","2.5000","Kg","108.6400","Kg","kg","RDF2407038","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบสำหรับผลิตภัณฑ์   ROMA FULLY FACE CREAM","1091","096-6254984","3","1.2 (RDF2406131_1.2)","22/7/24","-","อ้างอิงจากสูตร Nenich rose revive eye cream Cold Process","Thanaporn/  R&D","1","2025-04-07 02:43:10","2025-07-07 05:54:29"
"149","5.0000","ชิ้น","1000.0000","กรัม","5.0000","กิโลกรัม","0.0000","กิโลกรัม","5.0000","กิโลกรัม","0.1000","2.0000","กิโลกรัม","5.1000","กิโลกรัม","kg","RDF2504039","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","MDCont. (หมอสมเกียรติ)  Tester กลิ่น English Pear","1018","0660977899","Tester","1","-","-","Den 1.0 RDF2504039_1  ใช้สารในแล็บทั้งหมด","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-04-07 08:15:00","2025-04-09 10:34:55"
