"id","formula_masters_id","sline_id","sob_master_id","step_number","parent","bmr_show","sub_line_number","step_type","test_method","text_detail","specification","created_at","updated_at"
"3752","MF2406009","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"3753","MF2406009","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสนุ่มลื่นคล้ายซิลิโคน กันน้ำ","","2024-06-19 10:47:42"
"3754","MF2406009","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","6.5-7.5","","2024-06-19 10:47:49"
"3755","MF2406009","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","Rotor3, 6rpm","","2024-06-19 10:47:55"
"3756","MF2406009","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1.0","","2024-06-19 10:47:59"
"3757","MF2406009","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"3758","MF2406010","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","ครีม","","2024-06-20 04:14:27"
"3759","MF2406010","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","","2024-06-20 04:14:34"
"3760","MF2406010","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","","2024-06-20 04:14:36"
"3761","MF2406010","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีขาวทึบ","","2024-06-20 04:14:42"
"3762","MF2406010","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2024-06-20 04:14:43"
"3763","MF2406010","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่นเฉพาะตัว","","2024-06-20 04:14:52"
"3764","MF2406010","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เกลี่ยง่าย เคลือบผิว","","2024-06-20 04:15:07"
"3765","MF2406010","8","SOB001","4","","1","4","0","- เครื่องวัด pH (pH Meter)","ความเป็นกรด-เบส (pH)","7.5-8.00 (7.74)","","2024-06-20 04:16:56"
"3766","MF2406010","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","5567 - 6153 mPa.s S4 ที่ 60 rpm  (5,860 mPa.s)","","2024-06-20 04:39:19"
"3767","MF2406010","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1.00","","2024-06-20 04:36:01"
"3768","MF2406010","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"3769","MF2406011","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีม","","2024-06-24 05:00:14"
"3770","MF2406011","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","","2024-06-24 05:00:21"
"3771","MF2406011","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","","2024-06-24 05:00:22"
"3772","MF2406011","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีขาว","","2024-06-24 05:00:26"
"3773","MF2406011","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2024-06-24 05:00:27"
"3774","MF2406011","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"3775","MF2406011","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น","",""
"3776","MF2406011","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","5.0-6.0","","2024-06-24 05:00:34"
"3777","MF2406011","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","Rotor 4, 6 rpm","","2024-06-24 05:01:41"
"3778","MF2406011","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","",""
"3779","MF2406011","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"3784","MF2406012","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีม","","2024-06-24 03:29:41"
"3785","MF2406012","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของกึ่งแข็งกึ่งเหลว","","2024-06-24 03:29:53"
"3786","MF2406012","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","","2024-06-24 03:29:55"
"3787","MF2406012","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีขาวทึบ","","2024-06-24 03:30:04"
"3788","MF2406012","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2024-06-24 03:30:04"
"3789","MF2406012","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่นเฉพาะตัว","","2024-06-24 03:30:11"
"3790","MF2406012","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น","",""
"3791","MF2406012","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","6.3-7.0","","2024-06-24 03:31:45"
"3792","MF2406012","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","86,000 mPa.s ±10%  S4, 6 rpm","","2024-06-24 03:35:40"
"3793","MF2406012","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","",""
"3794","MF2406012","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","0.97","","2024-06-24 03:31:12"
"3799","MF2406013","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีมเหลว","","2024-06-24 03:11:22"
"3800","MF2406013","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","","2024-06-24 03:11:26"
"3801","MF2406013","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","","2024-06-24 03:11:28"
"3802","MF2406013","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีขาว","","2024-06-24 03:11:33"
"3803","MF2406013","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2024-06-24 03:11:35"
"3804","MF2406013","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"3805","MF2406013","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสนุ่มลื่นคล้ายซิลิโคน กันน้ำ","","2024-06-24 03:11:45"
"3806","MF2406013","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","6.5-7.5","","2024-06-24 03:11:49"
"3807","MF2406013","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","Rotor3, 6rpm","","2024-06-24 03:11:53"
"3808","MF2406013","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1.0","","2024-06-24 03:11:58"
"3809","MF2406013","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"3814","MF2406014","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","ของเหลว","","2024-06-24 06:53:42"
"3815","MF2406014","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","",""
"3816","MF2406014","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งใส","","2024-06-24 06:53:43"
"3817","MF2406014","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","อมเหลืองเล็กน้อย","","2024-06-24 06:53:56"
"3818","MF2406014","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2024-06-24 06:53:58"
"3819","MF2406014","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"3820","MF2406014","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","ลืน ปั๊มแล้วมีฟอง","","2024-06-24 06:54:14"
"3821","MF2406014","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","5.0-6.0","","2024-06-24 06:54:28"
"3822","MF2406014","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"3823","MF2406014","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","",""
"3824","MF2406014","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"3829","MF2406015","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีม","","2024-06-24 07:26:47"
"3830","MF2406015","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","","2024-06-24 07:26:57"
"3831","MF2406015","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","","2024-06-24 07:26:58"
"3832","MF2406015","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีขาว","","2024-06-24 07:27:01"
"3833","MF2406015","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2024-06-24 07:27:02"
"3834","MF2406015","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"3835","MF2406015","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสนุ่มลื่น","","2024-06-24 07:27:17"
"3836","MF2406015","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","6.0 - 7.0","","2024-06-24 07:41:01"
"3837","MF2406015","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","Rotor 4, 6 rpm","","2024-06-24 07:27:30"
"3838","MF2406015","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","",""
"3839","MF2406015","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"3840","MF2406016","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีมเหลว","","2024-06-26 06:12:41"
"3841","MF2406016","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","","2024-06-26 06:12:47"
"3842","MF2406016","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","","2024-06-26 06:12:48"
"3843","MF2406016","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีขาว","","2024-06-26 06:12:53"
"3844","MF2406016","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2024-06-26 06:12:54"
"3845","MF2406016","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"3846","MF2406016","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสนุ่มลื่นคล้ายซิลิโคน กันน้ำ","","2024-06-26 06:13:04"
"3847","MF2406016","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","6.5-7.5","","2024-06-26 06:13:08"
"3848","MF2406016","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","Rotor3, 6rpm","","2024-06-26 06:13:12"
"3849","MF2406016","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1.0","","2024-06-26 06:13:17"
"3850","MF2406016","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"3851","MF2406017","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีม","","2024-06-27 06:19:09"
"3852","MF2406017","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","","2024-06-27 06:19:14"
"3853","MF2406017","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","","2024-06-27 06:19:15"
"3854","MF2406017","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีขาว","","2024-06-27 06:19:32"
"3855","MF2406017","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2024-06-27 06:19:33"
"3856","MF2406017","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"3857","MF2406017","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสนุ่มลื่น","","2024-06-27 06:19:59"
"3858","MF2406017","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","6.0 - 7.0","","2024-06-27 06:19:55"
"3859","MF2406017","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","Rotor 4, 6 rpm","","2024-06-27 06:20:05"
"3860","MF2406017","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","",""
"3861","MF2406017","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"3866","MF2406018","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","น้ำใส","","2024-06-27 09:24:35"
"3867","MF2406018","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","",""
"3868","MF2406018","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งใส","","2024-06-27 09:24:37"
"3869","MF2406018","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ไม่มีสี","",""
"3870","MF2406018","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2024-06-27 09:25:37"
"3871","MF2406018","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"3872","MF2406018","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น ล้างแล้วมีฟอง","","2024-06-27 09:24:49"
"3873","MF2406018","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","5.50-5.59","","2024-06-27 09:24:56"
"3874","MF2406018","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"3875","MF2406018","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1.0","","2024-06-27 09:24:58"
"3876","MF2406018","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"3877","MF2407001","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีม","","2024-07-01 04:27:53"
"3878","MF2407001","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","","2024-07-01 04:28:03"
"3879","MF2407001","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","","2024-07-01 03:19:05"
"3880","MF2407001","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีขาว","","2024-07-01 04:28:10"
"3881","MF2407001","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2024-07-01 03:19:07"
"3882","MF2407001","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่นเฉพาะตัว","","2024-07-01 08:15:31"
"3883","MF2407001","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เกลี่ยง่าย ซึมไว","","2024-07-01 04:28:45"
"3884","MF2407001","8","SOB001","4","","1","4","0","- เครื่องวัด pH (pH Meter)","ความเป็นกรด-เบส (pH)","6.5 - 7.0  (6.97)","","2024-07-01 06:52:02"
"3885","MF2407001","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี",">92,000 mPa.s , S4 6rpm (97,322 mPa.s)","","2024-07-01 06:43:27"
"3886","MF2407001","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","0.97","","2024-07-01 04:57:52"
"3887","MF2407001","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"3888","MF2407002","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เซรั่ม","",""
"3889","MF2407002","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","",""
"3890","MF2407002","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","","",""
"3891","MF2407002","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ไม่มีสี","",""
"3892","MF2407002","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","","",""
"3893","MF2407002","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"3894","MF2407002","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น","",""
"3895","MF2407002","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","-","",""
"3896","MF2407002","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"3897","MF2407002","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","",""
"3898","MF2407002","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"3903","MF2407003","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เซรั่ม","",""
"3904","MF2407003","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","",""
"3905","MF2407003","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","","",""
"3906","MF2407003","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ไม่มีสี","",""
"3907","MF2407003","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","","",""
"3908","MF2407003","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"3909","MF2407003","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น","",""
"3910","MF2407003","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","-","",""
"3911","MF2407003","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"3912","MF2407003","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","",""
"3913","MF2407003","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"3918","MF2407004","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เซรั่ม","",""
"3919","MF2407004","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","",""
"3920","MF2407004","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","","",""
"3921","MF2407004","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ไม่มีสี","",""
"3922","MF2407004","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","","",""
"3923","MF2407004","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"3924","MF2407004","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น","",""
"3925","MF2407004","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","-","",""
"3926","MF2407004","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"3927","MF2407004","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","",""
"3928","MF2407004","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"3933","MF2407005","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เซรั่ม","",""
"3934","MF2407005","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","",""
"3935","MF2407005","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","","",""
"3936","MF2407005","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ไม่มีสี","",""
"3937","MF2407005","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","","",""
"3938","MF2407005","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","",""
"3939","MF2407005","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น","",""
"3940","MF2407005","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","-","",""
"3941","MF2407005","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
"3942","MF2407005","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","",""
"3943","MF2407005","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","",""
"3944","MF2407006","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีม","","2024-07-08 03:36:32"
"3945","MF2407006","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","","2024-07-08 03:36:42"
"3946","MF2407006","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","","2024-07-08 03:36:44"
"3947","MF2407006","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีขาว-สีเหลืองอ่อน","","2024-07-08 03:39:36"
"3948","MF2407006","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","","2024-07-08 03:39:19"
"3949","MF2407006","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","RCF00013","","2024-07-08 03:39:12"
"3950","MF2407006","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น","",""
"3951","MF2407006","8","SOB001","4","","1","4","0","เครื่องวัด pH (pH Meter)","ความเป็นกรด-เบส (pH)","5.0-5.5","","2024-07-09 06:43:48"
"3952","MF2407006","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","",""
