"id","formula_masters_id","topic_masters_id","registration_document_id","product_code","bmr_lot","bmr_dom","bmr_pamount","bmr_ind","record_status","month_number","batch_size","theoretical_yield","theoretical_yield_percent","standard_yield","standard_yield_percent","actual_yield","actual_yield_percent","lost_the_mixing_process","lost_the_mixing_process_percent","text_note1","year_number","users_id","document_statuses_id","created_at","updated_at"
"3244","MF2309004","2","FM-PD-09","WGS150","WGS150L04B09","01/08/2025","10.2000","01/08/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","2","2025-01-06 10:50:22","2025-01-07 01:55:45"
"3245","MF2309004","2","FM-PD-09","WGS150","WGS150L04B10","01/08/2025","10.2000","01/08/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","2","2025-01-06 10:50:52","2025-01-07 01:55:53"
"3246","MF2309004","2","FM-PD-09","WGS150","WGS150L04B11","01/08/2025","10.2000","01/08/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","2","2025-01-06 10:51:20","2025-01-07 01:56:01"
"3247","MF2309004","2","FM-PD-09","WGS150","WGS150L04B12","01/08/2025","10.2000","01/08/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","2","2025-01-06 10:51:59","2025-01-07 01:56:11"
"3248","MF2309004","2","FM-PD-09","WGS150","WGS150L04B13","01/08/2025","10.2000","01/08/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","2","2025-01-06 10:52:27","2025-01-07 01:56:21"
"3249","MF2309004","2","FM-PD-09","WGS150","WGS150L04B14","01/08/2025","10.2000","01/08/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","2","2025-01-06 10:52:57","2025-01-07 01:56:33"
"3250","MF2309004","2","FM-PD-09","WGS150","WGS150L04B15","01/08/2025","10.2000","01/08/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","2","2025-01-06 10:53:30","2025-01-07 01:56:53"
"3251","MF2309004","2","FM-PD-09","WGS150","WGS150L04B16","01/08/2025","10.2000","01/08/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","2","2025-01-06 10:54:27","2025-01-07 01:57:09"
"3252","MF2309004","2","FM-PD-09","WGS150","WGS150L04B17","01/08/2025","10.2000","01/08/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","2","2025-01-06 10:55:17","2025-01-07 01:57:21"
"3253","MF2309004","2","FM-PD-09","WGS150","WGS150L04B18","01/08/2025","10.2000","01/08/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","2","2025-01-06 10:56:05","2025-01-07 01:58:02"
"3254","MF2309004","2","FM-PD-09","WGS150","WGS150L04B19","01/08/2025","10.2000","01/08/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","2","2025-01-06 10:56:34","2025-01-07 01:58:29"
"3255","MF2309004","2","FM-PD-09","WGS150","WGS150L04B20","01/08/2025","10.2000","01/08/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","2","2025-01-06 10:56:55","2025-01-07 02:12:40"
"3256","MF2309004","2","FM-PD-09","WGS150","WGS150L04B21","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","1","2025-01-07 02:20:12","2025-01-07 02:22:40"
"3257","MF2309004","2","FM-PD-09","WGS150","WGS150L04B22","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","1","2025-01-07 02:40:22","2025-01-07 03:37:23"
"3258","MF2309004","2","FM-PD-09","WGS150","WGS150L04B23","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","1","2025-01-07 03:39:15","2025-01-07 03:39:18"
"3259","MF2309004","2","FM-PD-09","WGS150","WGS150L04B24","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 03:43:17","2025-01-07 03:43:17"
"3260","MF2309004","2","FM-PD-09","WGS150","WGS150L04B25","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 03:43:32","2025-01-07 03:43:32"
"3261","MF2309004","2","FM-PD-09","WGS150","WGS150L04B26","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 03:43:45","2025-01-07 03:43:45"
"3262","MF2309004","2","FM-PD-09","WGS150","WGS150L04B27","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","1","2025-01-07 03:44:52","2025-01-07 03:44:57"
"3263","MF2309004","2","FM-PD-09","WGS150","WGS150L04B28","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","1","2025-01-07 03:46:57","2025-01-07 03:47:01"
"3264","MF2309004","2","FM-PD-09","WGS150","WGS150L04B29","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","1","2025-01-07 03:47:19","2025-01-07 03:47:23"
"3265","MF2309004","2","FM-PD-09","WGS150","WGS150L04B30","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 2.00% (0.20 kg.) = จำนวนที่ต้องผลิต 10.20 kg.","2025","19","1","2025-01-07 03:48:53","2025-01-07 03:49:04"
"3266","MF2309005","2","FM-PD-09","WAS150","WAS150L04B01","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 03:57:42","2025-01-07 03:57:42"
"3267","MF2309005","2","FM-PD-09","WAS150","WAS150L04B02","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 03:58:15","2025-01-07 03:58:15"
"3268","MF2309005","2","FM-PD-09","WAS150","WAS150L04B03","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 03:58:33","2025-01-07 03:58:33"
"3269","MF2309005","2","FM-PD-09","WAS150","WAS150L04B04","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 03:58:49","2025-01-07 03:59:02"
"3270","MF2309005","2","FM-PD-09","WAS150","WAS150L04B05","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 03:59:22","2025-01-07 03:59:22"
"3271","MF2309005","2","FM-PD-09","WAS150","WAS150L04B06","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:05:33","2025-01-07 04:05:33"
"3272","MF2309005","2","FM-PD-09","WAS150","WAS150L04B07","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:06:26","2025-01-07 04:07:21"
"3273","MF2309005","2","FM-PD-09","WAS150","WAS150L04B08","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:09:04","2025-01-07 04:09:04"
"3274","MF2309005","2","FM-PD-09","WAS150","WAS150L04B09","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:09:39","2025-01-07 04:09:39"
"3275","MF2309005","2","FM-PD-09","WAS150","WAS150L04B10","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:10:22","2025-01-07 04:10:49"
"3276","MF2309005","2","FM-PD-09","WAS150","WAS150L04B11","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:11:04","2025-01-07 04:25:11"
"3277","MF2309005","2","FM-PD-09","WAS150","WAS150L04B30","01/09/2025","10.2000","01/09/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:11:29","2025-01-07 04:24:32"
"3278","MF2309005","2","FM-PD-09","WAS150","WAS150L04B12","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:11:51","2025-01-07 04:25:15"
"3279","MF2309005","2","FM-PD-09","WAS150","WAS150L04B13","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:12:33","2025-01-07 04:25:26"
"3280","MF2309005","2","FM-PD-09","WAS150","WAS150L04B14","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:12:57","2025-01-07 04:25:31"
"3281","MF2309005","2","FM-PD-09","WAS150","WAS150L04B15","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:15:52","2025-01-07 04:25:35"
"3282","MF2309005","2","FM-PD-09","WAS150","WAS150L04B16","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:16:09","2025-01-07 04:25:40"
"3283","MF2309005","2","FM-PD-09","WAS150","WAS150L04B17","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:16:22","2025-01-07 04:25:46"
"3284","MF2309005","2","FM-PD-09","WAS150","WAS150L04B18","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:16:47","2025-01-07 04:25:50"
"3285","MF2309005","2","FM-PD-09","WAS150","WAS150L04B19","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:18:23","2025-01-07 04:25:54"
"3286","MF2309005","2","FM-PD-09","WAS150","WAS150L04B20","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:18:38","2025-01-07 04:25:58"
"3287","MF2309005","2","FM-PD-09","WAS150","WAS150L04B21","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:19:15","2025-01-07 04:26:03"
"3288","MF2309005","2","FM-PD-09","WAS150","WAS150L04B22","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:19:40","2025-01-07 04:26:07"
"3289","MF2309005","2","FM-PD-09","WAS150","WAS150L04B23","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:20:08","2025-01-07 04:26:11"
"3290","MF2309005","2","FM-PD-09","WAS150","WAS150L04B24","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:20:32","2025-01-07 04:26:14"
"3291","MF2309005","2","FM-PD-09","WAS150","WAS150L04B25","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:20:57","2025-01-07 04:26:18"
"3292","MF2309005","2","FM-PD-09","WAS150","WAS150L04B26","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:21:28","2025-01-07 04:26:22"
"3293","MF2309005","2","FM-PD-09","WAS150","WAS150L04B27","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:22:15","2025-01-07 04:26:28"
"3294","MF2309005","2","FM-PD-09","WAS150","WAS150L04B28","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-07 04:22:42","2025-01-07 04:26:33"
"3295","MF2309005","2","FM-PD-09","WAS150","WAS150L04B29","01/10/2025","10.2000","01/10/2025","1","1","","","","","","","","","","","2025","19","2","2025-01-07 04:23:04","2025-01-07 06:17:04"
"3296","MF2501001","2","FM-PD-09","AUS50","AUS50L01B01","01/10/2025","10.1550","01/10/2025","1","1","","","","","","","","","","สั่งผลิต 10 kg + Loss 3% (0.30kg) = 10.30 kg","2025","21","2","2025-01-09 07:38:02","2025-01-09 07:40:07"
"3297","MF2501001","2","FM-PD-09","AUS50","AUS50L01B02","01/14/2025","70.0000","01/14/2025","1","1","","","","","","","","","","สั่งผลิต 70 kg + Loss 3% (2.1kg) = 72.10 kg","2025","21","2","2025-01-09 07:41:52","2025-01-09 07:43:42"
"3298","MF2501001","2","FM-PD-09","AUS50","AUS50L01B03","01/14/2025","71.0700","01/14/2025","1","1","","","","","","","","","","สั่งผลิต 70 kg + Loss 3% (2.1kg) = 72.10 kg","2025","21","2","2025-01-09 07:44:07","2025-01-09 07:44:28"
"3299","MF2501001","2","FM-PD-09","AUS50","AUS50L01B02","01/14/2025","71.0700","01/14/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 70.00 kg. + Loss 3.00% (2.10 kg.) = จำนวนที่ต้องผลิต 72.10 kg.","2025","19","2","2025-01-10 02:28:10","2025-01-10 02:40:27"
"3300","MF2501001","2","FM-PD-09","AUS50","AUS50L01B03","01/14/2025","71.0700","01/14/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 70.00 kg. + Loss 3.00% (2.10 kg.) = จำนวนที่ต้องผลิต 72.10 kg.","2025","19","2","2025-01-10 02:41:55","2025-01-10 02:42:39"
"3301","MF2302010","2","FM-PD-09","HBC30","HBC30L11B01","01/13/2025","75.0000","01/13/2025","1","1","","","","","","","","","","","2025","19","2","2025-01-10 08:03:20","2025-01-10 08:03:24"
"3302","MF2302010","2","FM-PD-09","HBC30","HBC30L11B02","01/13/2025","75.0000","01/13/2025","1","1","","","","","","","","","","","2025","19","2","2025-01-10 08:03:49","2025-01-10 08:03:50"
"3303","MF2212029","2","FM-PD-09","HGS30","HGS30L08B01","01/14/2025","35.7000","01/14/2025","1","1","","","","","","","","","","","2025","19","2","2025-01-10 08:17:53","2025-01-10 08:19:06"
"3304","MF2212006","2","FM-PD-09","HHC30","HHC30L10B03","01/15/2025","75.0000","01/15/2025","1","1","","","","","","","","","","","2025","19","2","2025-01-10 10:46:25","2025-01-10 10:47:31"
"3305","MF2212006","2","FM-PD-09","HHC30","HHC30L10B04","01/15/2025","75.0000","01/15/2025","1","1","","","","","","","","","","","2025","19","2","2025-01-10 10:47:01","2025-01-10 10:47:35"
"3306","MF2302010","2","FM-PD-09","HBC30","HBC30L11B03","01/17/2025","75.0000","01/17/2025","1","1","","","","","","","","","","","2025","19","2","2025-01-13 08:19:31","2025-01-13 08:19:36"
"3307","MF2302010","2","FM-PD-09","HBC30","HBC30L11B04","01/17/2025","75.0000","01/17/2025","1","1","","","","","","","","","","","2025","19","2","2025-01-13 08:19:40","2025-01-13 08:19:43"
"3308","MF2212006","2","FM-PD-09","HHC30","HHC30L10B05","01/20/2025","70.0000","01/20/2025","1","1","","","","","","","","","","","2025","19","2","2025-01-13 08:37:05","2025-01-13 08:37:08"
"3309","MF2212006","2","FM-PD-09","HHC30","HHC30L10B06","01/20/2025","70.0000","01/20/2025","1","1","","","","","","","","","","","2025","19","2","2025-01-13 08:37:41","2025-01-13 08:37:42"
"3310","MF2212006","2","FM-PD-09","HHC30","HHC30L10B07","01/20/2025","70.0000","01/20/2025","1","1","","","","","","","","","","","2025","19","2","2025-01-13 08:38:26","2025-01-13 08:38:28"
"3311","MF2405002","2","FM-PD-09","NOX6","NOX6L08B03","01/24/2025","88.6200","01/24/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 84.60 kg. + Loss 4.80% (4.06 kg.) = จำนวนที่ต้องผลิต 88.66 kg.","2025","19","2","2025-01-13 08:41:47","2025-01-13 08:42:21"
"3312","MF2412008","2","FM-PD-09","YPS15","YPS15L02B06","01/17/2025","64.1900","01/17/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 64.50 kg. + Loss 4.50% (2.90 kg.) = จำนวนที่ต้องผลิต 67.40 kg.","2025","19","2","2025-01-14 08:55:02","2025-01-14 08:56:29"
"3313","MF2212023","2","FM-PD-09","HBS30","HBS30L09B03","01/20/2025","74.6000","01/20/2025","1","1","","","","","","","","","","","2025","19","2","2025-01-15 01:40:25","2025-01-15 01:40:30"
"3314","MF2212023","2","FM-PD-09","HBS30","HBS30L09B04","01/20/2025","74.6000","01/20/2025","1","1","","","","","","","","","","","2025","19","2","2025-01-15 01:40:58","2025-01-15 01:41:00"
"3315","MF2501002","2","FM-PD-09","DMC40","TESTER001","02/05/2025","2.0500","02/05/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 2.00 kg. + Loss 2.50% (0.05 kg.) = จำนวนที่ต้องผลิต 2.05 kg.","2025","19","1","2025-01-15 02:05:45","2025-02-04 09:20:30"
"3316","MF2310003","2","FM-PD-09","DHS550","DHS550L06B01","01/15/2025","71.5300","01/15/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-15 06:46:26","2025-01-15 06:46:26"
"3317","MF2310003","2","FM-PD-09","DHS550","DHS550L06B02","01/15/2025","71.5300","01/15/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-15 06:46:46","2025-01-15 06:46:46"
"3318","MF2405012","2","FM-PD-09","AHS50","AHS50L07B01","01/15/2025","13.0100","01/15/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-15 06:48:28","2025-01-15 06:48:28"
"3319","MF2411002","2","FM-PD-09","SGI30","SGI30L01B01","01/17/2025","10.3500","01/17/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 3.50 % (0.35 kg.) = จำนวนที่ต้องการผลิต 10.35 kg.","2025","19","2","2025-01-15 10:19:49","2025-01-15 10:21:17"
"3320","MF2411002","2","FM-PD-09","SGI30","SGI30L01B02","01/21/2025","82.8100","01/21/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 80.01 kg. + Loss 3.50 % (2.80 kg.) = จำนวนที่ต้องการผลิต 82.81 kg.","2025","19","2","2025-01-15 10:21:59","2025-01-15 10:22:44"
"3321","MF2411004","2","FM-PD-09","SGH30","SGH30L01B01","01/17/2025","10.3400","01/17/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + Loss 3.50 % (0.35 kg.) = จำนวนที่ต้องการผลิต 10.35 kg.","2025","19","2","2025-01-15 10:33:53","2025-01-15 10:34:28"
"3322","MF2411004","2","FM-PD-09","SGH30","SGH30L01B02","01/21/2025","82.7000","01/21/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 80.01 kg. + Loss 3.50 % (2.80 kg.) = จำนวนที่ต้องการผลิต 82.81 kg.","2025","19","2","2025-01-15 10:35:18","2025-01-15 10:39:33"
"3323","MF2212020","2","FM-PD-09","TFS45","TFS45L14B01","01/17/2025","90.8300","01/17/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:12:41","2025-01-16 02:12:41"
"3324","MF2212020","2","FM-PD-09","TFS45","TFS45L14B02","01/17/2025","90.8300","01/17/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:13:32","2025-01-16 02:13:32"
"3325","MF2212020","2","FM-PD-09","TFS45","TFS45L14B03","01/17/2025","90.8300","01/17/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:13:48","2025-01-16 02:13:48"
"3326","MF2212020","2","FM-PD-09","TFS45","TFS45L14B04","01/17/2025","90.8300","01/17/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:14:10","2025-01-16 02:14:10"
"3327","MF2212020","2","FM-PD-09","TFS45","TFS45L14B05","01/17/2025","90.8300","01/17/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:14:29","2025-01-16 02:14:29"
"3328","MF2212020","2","FM-PD-09","TFS45","TFS45L14B06","01/22/2025","90.8300","01/22/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:14:48","2025-01-16 02:14:48"
"3329","MF2212020","2","FM-PD-09","TFS45","TFS45L14B07","01/22/2025","90.8300","01/22/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:15:06","2025-01-16 02:15:06"
"3330","MF2212020","2","FM-PD-09","TFS45","TFS45L14B08","01/22/2025","90.8300","01/22/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:15:24","2025-01-16 02:15:24"
"3331","MF2212020","2","FM-PD-09","TFS45","TFS45L14B09","01/22/2025","90.8300","01/22/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:15:37","2025-01-16 02:15:37"
"3332","MF2212020","2","FM-PD-09","TFS45","TFS45L14B10","01/22/2025","90.8300","01/22/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:16:10","2025-01-16 02:16:10"
"3333","MF2212007","2","FM-PD-09","NZF45","NZF45L20B01","01/17/2025","75.6700","01/17/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:40:08","2025-01-16 02:40:08"
"3334","MF2212007","2","FM-PD-09","NZF45","NZF45L20B02","01/17/2025","75.6700","01/17/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:40:36","2025-01-16 02:40:36"
"3335","MF2212007","2","FM-PD-09","NZF45","NZF45L20B03","01/17/2025","75.6700","01/17/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:40:59","2025-01-16 02:40:59"
"3336","MF2212007","2","FM-PD-09","NZF45","NZF45L20B04","01/22/2025","75.6700","01/22/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:40:59","2025-01-16 02:41:23"
"3337","MF2212007","2","FM-PD-09","NZF45","NZF45L20B05","01/22/2025","75.6700","01/22/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:41:43","2025-01-16 02:41:43"
"3338","MF2212007","2","FM-PD-09","NZF45","NZF45L20B06","01/22/2025","75.6700","01/22/2025","1","1","","","","","","","","","","","2025","19","1","2025-01-16 02:42:04","2025-01-16 02:42:04"
"3339","MF2412011","2","FM-PD-09","PAW200","PAW200L01B02","01/22/2025","102.8200","01/22/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 99.83 kg. + Loss 3.00% (2.99 kg.) = จำนวนที่ต้องผลิต 102.82 kg.","2025","19","2","2025-01-16 04:50:49","2025-01-16 04:51:32"
"3340","MF2410009","2","FM-PD-09","RHS30","RHS30L02B01","01/21/2025","75.5300","01/21/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 75.00 kg. + Loss 0.70 % (0.53 kg.) = จำนวนที่ต้องการผลิต 75.53 kg.","2025","19","2","2025-01-16 07:15:46","2025-01-16 07:17:02"
"3341","MF2410009","2","FM-PD-09","RHS30","RHS30L02B02","01/21/2025","75.5300","01/21/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 75.00 kg. + Loss 0.70 % (0.53 kg.) = จำนวนที่ต้องการผลิต 75.53 kg.","2025","19","2","2025-01-16 07:19:35","2025-01-16 07:19:41"
"3342","MF2412011","2","FM-PD-09","PAW200","PAW200L01B03","01/22/2025","102.8200","01/22/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 99.83 kg. + Loss 3.00% (2.99 kg.) = จำนวนที่ต้องผลิต 102.82 kg.","2025","19","2","2025-01-16 08:29:09","2025-01-16 08:29:59"
"3343","MF2412011","2","FM-PD-09","PAW200","PAW200L01B04","01/22/2025","102.8200","01/22/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 99.83 kg. + Loss 3.00% (2.99 kg.) = จำนวนที่ต้องผลิต 102.82 kg.","2025","19","2","2025-01-16 08:30:32","2025-01-16 08:30:46"
"3344","MF2412011","2","FM-PD-09","PAW200","PAW200L01B05","01/22/2025","102.8200","01/22/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 99.83 kg. + Loss 3.00% (2.99 kg.) = จำนวนที่ต้องผลิต 102.82 kg.","2025","19","2","2025-01-16 08:31:08","2025-01-16 08:31:26"
"3345","MF2412011","2","FM-PD-09","PAW200","PAW200L01B06","01/22/2025","102.8200","01/22/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 99.83 kg. + Loss 3.00% (2.99 kg.) = จำนวนที่ต้องผลิต 102.82 kg.","2025","19","2","2025-01-16 08:33:24","2025-01-16 08:33:38"
"3346","MF2412011","2","FM-PD-09","PAW200","PAW200L01B07","01/22/2025","102.8200","01/22/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 99.83 kg. + Loss 3.00% (2.99 kg.) = จำนวนที่ต้องผลิต 102.82 kg.","2025","19","2","2025-01-16 08:34:18","2025-01-16 08:34:29"
"3347","MF2301023","2","FM-PD-09","YCN120","YCN120L02B17","01/20/2025","93.9800","01/20/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 100.00 kg. + loss 2.20 % (2.20  kg.) = จำนวนที่ต้องการ 102.20 kg.","2025","19","2","2025-01-20 03:04:32","2025-01-20 03:04:36"
"3348","MF2301023","2","FM-PD-09","YCN120","YCN120L02B18","01/20/2025","93.9800","01/20/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 100.00 kg. + loss 2.20 % (2.20  kg.) = จำนวนที่ต้องการ 102.20 kg.","2025","19","2","2025-01-20 03:05:30","2025-01-20 03:05:37"
"3349","MF2501003","2","FM-PD-09","ICG150","ICG150L01B01","01/23/2025","10.3000","01/23/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 10.00 kg. + loss 3.00 % (0.30  kg.) = จำนวนที่ต้องการ 10.30 kg.","2025","19","2","2025-01-20 04:50:23","2025-01-20 04:51:51"
"3350","MF2501003","2","FM-PD-09","ICG150","ICG150L01B02","01/24/2025","90.6400","01/24/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 88.00 kg. + loss 3.00 % (2.64  kg.) = จำนวนที่ต้องการ 90.64 kg.","2025","19","2","2025-01-20 04:52:33","2025-01-20 04:53:07"
"3351","MF2501003","2","FM-PD-09","ICG150","ICG150L01B03","01/24/2025","90.6400","01/24/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 88.00 kg. + loss 3.00 % (2.64  kg.) = จำนวนที่ต้องการ 90.64 kg.","2025","19","2","2025-01-20 04:53:36","2025-01-20 04:54:43"
"3352","MF2501003","2","FM-PD-09","ICG150","ICG150L01B04","01/24/2025","90.6400","01/24/2025","1","1","","","","","","","","","","จำนวนตามทฤษฎี 88.00 kg. + loss 3.00 % (2.64  kg.) = จำนวนที่ต้องการ 90.64 kg.","2025","19","2","2025-01-20 04:55:07","2025-01-20 04:55:11"
