"id","formula_masters_id","ppart_action","step_number","sub_number","pdetails","ptime","ptemp","paction_output","psts_check","remark","created_at","updated_at"
"2017","MF2407010","A1+A2+B+C+D+E+F+G","12","","ค่อยๆ เติม ▢Part G ลงใน▢ ข้อ.10 จากนั้นปั่นผสมให้เข้ากันด้วยความเร็วรอบ 100-500 rpm","20-30","-","ของเหลว สีขาวขุ่น เริ่มเป็นเนื้อ","","","2024-08-26 02:38:57","2024-08-26 06:49:29"
"2018","MF2407010","A1+A2+B+C+D+E+F+G+H","13","","ค่อยๆเติม Part H ทีละตัวลงใน ▢ข้อ12 ได้แก่\n▢RC00C043\n▢RC00S022\n▢RC00N001\n▢RC00O003\n▢RC00W005\n▢RCF00020","10-20","-","เนื้อครีม สีขาวทึบ \nกลิ่น RCF00020","","","2024-08-26 02:40:12","2024-08-26 06:49:48"
"2019","MF2407010","A1+A2+B+C+D+E+F+G+H+I","14","","ค่อยๆ เติม ▢RC00S003 ลงใน▢ ข้อ.13 จากนั้นปั่นผสมให้เข้ากันด้วยความเร็วรอบ 100-500 rpm","5-10","-","เนื้อครีม สีขาวทึบ \nกลิ่น RCF00020","","","2024-08-26 02:43:47","2024-08-26 06:50:25"
"2020","MF2407010","ตัก Bulk","15","","ตักเนื้อครีมลงในถัง Bulk \nแล้วนำไปปั่นเนื้อครีมอีกรอบ\nด้วยความเร็วรอบ 100-500 rpm","1-5","-","เนื้อครีม สีขาวทึบ \nกลิ่น RCF00020 \npH 4-5 , Den 1","","","2024-08-26 02:44:49","2024-08-26 02:48:58"
"2021","MF2408006","A","1","","เตรียม Part A โดยชั่งวัตถุดิบลำดับที่ 1 ▢ RC000000 ลงในหม้อผสมเล็ก ค่อยๆโปรยวัตถุดิบลำดับที่ 2 ▢ RC00C001 ลงไปแช่ทิ้งไว้ข้ามคืนจนพองตัว จากนั้นนำไปปั่นผสมที่ความเร็วรอบ 200 - 500 rpm","30-40","-","ของเหลวใส ไม่มีสี-ขุ่นเล็กน้อย","","","2024-08-28 07:10:53","2024-08-28 07:33:52"
"2022","MF2408006","A","2","","เติมวัตถุดิบลำดับที่ 3 ▢ RC00T016 ปั่นผสมที่ความเร็วรอบ 300 - 700 rpm","10-20","-","เนื้อเจลใส ไม่มีสี","","","2024-08-28 07:16:18","2024-08-28 07:29:15"
"2023","MF2408006","C","3","","เตรียม Part C โดยนำวัตถุดิบลำดับที่ 8 ▢ RC00U001, วัตถุดิบลำดับที่ 9 ▢ RC00S062, วัตถุดิบลำดับที่ 10 ▢ RC00C033, วัตถุดิบลำดับที่11 ▢ RC00P003, วัตถุดิบลำดับที่ 12 ▢ RC00P002 และ วัตถุดิบลำดับที่ 13 ▢ RC00O014 ลงในหม้อผสมเล็ก นำไปให้ความร้อนจนหลอมละลายเป็นเนื้อเดียวกัน","40-60","65-70","ของเหลวใส-สีเหลืองอ่อน","","","2024-08-28 07:18:07","2024-08-28 08:08:25"
"2024","MF2408006","B","4","","เตรียม Part B โดยชั่งวัตถุดิบลำดับที่ 4 ▢ RC000000 (น้ำร้อน) ลงในหม้อผสมใหญ่ จากนั้นเติมวัตถุดิบลำดับที่ 5 ▢  RC00V001 ลงไปปั่นผสมที่ความเร็วรอบ 200 - 500 rpm","5-10","75-80","ของเหลวใส ไม่มีสี-ขุ่นเล็กน้อย","","","2024-08-28 07:22:14","2024-08-28 07:33:44"
"2025","MF2408006","B","5","","นำวัตถุดิบลำดับที่ 6 ▢ RC00R007 และ วัตถุดิบลำดับที่ 7 ▢ RC00X001 กวนผสมให้เข้ากันด้วยไม้พาย จากนั้นเติมลงไปในหม้อผสมใหญ่ ปั่นผสมที่ความเร็วรอบ 200 - 500 rpm","5-10","70-75","ของเหลวใส ไม่มีสี-ขุ่นเล็กน้อย","","","2024-08-28 07:30:54","2024-08-28 07:33:49"
"2026","MF2408006","B+C","6","","เติม Part C ลงใน Part B ปั่นผสมที่ความเร็วรอบ 500 - 800 rpm","20-30","65-70","ของเหลวสีขาว","","","2024-08-28 07:34:23","2024-08-28 07:38:31"
"2027","MF2408006","B+C+D","7","","เติมวัตถุดิบลำดับที่ 14 ▢ RC00L020 ลงในหม้อผสมใหญ่ ปั่นผสมที่ความเร็วรอบ 500 - 800 rpm","10-20","55-60","ของเหลวสีขาว","","","2024-08-28 07:36:25","2024-08-28 07:37:46"
"2028","MF2408006","A+B+C+D","8","","จากนั้นค่อยๆเติม Part A ลงในหม้อผสมใหญ่ ปั่นผสมที่ความเร็วรอบ 600 - 1000 rpm","10-20","-","เนื้อครีมสีขาว มีกลิ่นเฉพาะตัว","","","2024-08-28 07:39:12","2024-08-28 07:40:39"
"2029","MF2408006","A+B+C+D+E","9","","เติมวัตถุดิบลำดับที่ 15 ▢ RC00T022, \nวัตถุดิบลำดับที่ 16 \n▢ RC00L015, \nวัตถุดิบลำดับที่ 17 \n▢ RC00G004, \nวัตถุดิบลำดับที่ 18 \n▢ RC00G006 \nและค่อยๆโปรยวัตถุดิบลำดับที่ 19 ▢ RC00G012 ลงในหม้อผสมใหญ่ ปั่นผสมที่ความเร็วรอบ 600 - 1000 rpm","20-30","-","เนื้อครีมสีขาว มีกลิ่นเฉพาะตัว","","","2024-08-28 07:40:45","2024-08-28 07:44:39"
"2030","MF2408006","A+B+C+D+E","10","","เทเนื้อผลิตภัณฑ์ลงถัง Bulk","10-20","-","เนื้อครีมสีขาว มีกลิ่นเฉพาะตัว","","","2024-08-28 07:44:45","2024-08-28 07:46:20"
"2031","MF2408006","A+B+C+D+E","11","","ปั่น Bulk ที่ความเร็วรอบ 600 - 1000 rpm","5-10","-","เนื้อครีมสีขาว มีกลิ่นเฉพาะตัว","","","2024-08-28 07:45:13","2024-08-28 07:46:27"
"2032","MF2408005","A","1","","เตรียม Part A โดยชั่ง\nวัตถุดิบลำดับที่ 1 \n▢RC000000 (น้ำอุณหภมิห้อง) ลงในหม้อผสม จากนั้นค่อยๆเติม Part A ที่ละตัวได้แก่\nวัตถุดิบลำดับที่ 2\n▢RC00R007, และ\nวัตถุดิบลำดับที่ 3 ▢RC00B012 \nลงไปปั่นผสมด้วยความเร็วรอบ 300-800 rpm","5-15 นาที","-","ของเหลว โปร่งแสง","","","2024-08-29 10:28:44","2025-08-20 05:59:53"
"2033","MF2408005","A","2","","เติม Part A ที่เหลือ ได้แก่ วัตถุดิบลำดับที่ 4 ▢RC00C016 ลงไปในขั้นตอนที่1 ปั่นผสมด้วยความเร็วรอบ 500-1000 rpm","30-60 นาที","-","เนื้อเจลขุ่น โปร่งแสง","","","2024-08-29 10:39:32","2025-08-20 05:44:20"
"2034","MF2408005","A+B","3","","เติม Part B ทีละตัว ได้แก่ \nวัตถุดิบลำดับที่ 5\n▢RC00R004,\nวัตถุดิบลำดับที่ 6\n▢RC00C032,\nวัตถุดิบลำดับที่ 7  \n▢RC00C033, \nวัตถุดิบลำดับที่ 8\n▢RC00I004, \nและ \nวัตถุดิบลำดับที่ 9 ▢RC00L020\nลงไปในขั้นตอนที่2 ปั่นผสมด้วยความเร็วรอบ 300-800 rpm","20-30 นาที","-","เนื้อเจลครีมสีขาว","","","2024-08-29 10:43:30","2025-08-20 05:59:32"
"2035","MF2408005","C","4","","เตรียม Part C โดยชั่งวัตถุดิบลงในหม้อผสมเล็ก\nวัตถุดิบลำดับที่ 10 ▢RC000000 (น้ำอุณหภูมิห้อง)\nจากนั้นเติมวัตถุดิบลำดับที่ 11\n▢RC00N003,\nวัตถุดิบลำดับที่ 12\n▢RC00H003,\nวัตถุดิบลำดับที่ 13\n▢RC00P025,\nและ วัตถุดิบลำดับที่ 14\n▢RMSNC00020\nกวนผสมให้เข้ากันด้วยไม้พาย","5-10 นาที","-","ของเหลวสีส้มใส มีกลิ่นเฉพาะตัว","","","2024-08-30 04:15:44","2025-08-20 06:12:38"
"2036","MF2408005","A+B+C","5","","กรอง Part C แล้วค่อยๆเติม Part C  ลงไปในขั้นตอนที่ 3 ปั่นผสมให้เข้ากันที่ความเร็วรอบ 500-1000 rpm","10-20 นาที","-","เนื้อเจลครีมสีขาว มีกลิ่นเฉพาะตัว","","","2024-08-30 04:50:42","2024-11-01 06:49:26"
"2037","MF2408005","A+B+C+D","6","","เติม Part D ทีละตัว ได้แก่\nวัตถุดิบลำดับที่ 15\n▢RC00C053,\nวัตถุดิบลำดับที่ 17\n▢RC00M033, \nและ วัตถุดิบลำดับที่ 18\n▢RC00T027\nลงไปในขั้นตอนที่ 5 ปั่นผสมด้วยความเร็วรอบ 500-800 rpm","10-20 นาที","-","เนื้อเจลครีมสีขาว มีกลิ่นเฉพาะตัว","","","2024-08-30 04:53:04","2025-08-20 06:13:24"
"2038","MF2408005","A+B+C+D+E","7","","เติม Part E\n วัตถุดิบลำดับที่ 16\n▢RC00B029\nลงไปในขั้นตอนที่6 ปั่นผสมด้วยความเร็วรอบ 500-800 rpm","10-20 นาที","-","เนื้อเจลครีมสีขาว มีกลิ่นเฉพาะตัว","","","2024-08-30 06:01:09","2025-08-20 06:15:04"
"2039","MF2408005","A+B+C+D+E","8","","ปั่น Bulk ที่ความเร็วรอบ 500-800 rpm","5-10 นาที","-","เนื้อเจลครีมสีขาว มีกลิ่นเฉพาะตัว","","","2024-08-30 06:10:27","2024-10-18 02:05:57"
"2040","MF2409001","A","1","","โปรยวัตถุดิบลำดับที่ 2 ▢ RC00C016 ลงในวัตถุดิบลำดับที่ 1 ▢ RC000000 ปั่นผสมที่ความเร็วรอบ 100-500 rpm","10-20","-","เนื้อเจลเหลว โปร่งแสง ไม่มีสี ไม่มีกลิ่น","","","2024-09-04 03:23:24","2024-09-04 03:23:43"
"2041","MF2409001","A","2","","เติมวัตถุดิบลำดับที่ 3 ▢ RC00T021 ลงในขั้นตอนที่ 1 ปั่นผสมที่ความเร็วรอบ 100-500 rpm","1-5","-","ของเหลว  สีขาวทึบ\nไม่มีกลิ่น","","","2024-09-04 03:23:50","2024-09-04 03:24:07"
"2042","MF2409001","A","3","","เติมวัตถุดิบลำดับที่ 4 ▢ RC00T016 ลงในขั้นตอนที่ 2 ปั่นผสมที่ความเร็วรอบ 500-1000 rpm","5-10","-","เนื้อเจล โปร่งแสง ไม่มีสี ไม่มีกลิ่น","","","2024-09-04 03:24:14","2024-09-04 03:24:29"
"2043","MF2409001","A","4","","เติมวัตถุดิบลำดับที่ 5 ▢ RC00S020 ลงในขั้นตอนที่ 3 ปั่นผสมที่ความเร็วรอบ 500-1000 rpm","5-10","-","เนื้อครีม สีขาว ทึบแสง \nไม่มีกลิ่น","","","2024-09-04 03:24:37","2024-09-04 03:24:51"
"2044","MF2409001","A","5","","เติมวัตถุดิบลำดับที่ 6 ▢ RC00I004 ลงในขั้นตอนที่ 4 ปั่นผสมที่ความเร็วรอบ 500-1000 rpm","5-10","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2024-09-04 03:24:57","2024-09-04 03:25:12"
"2045","MF2409001","B","6","","เตรียม part B โดยผสมวัตถุดิบลำดับที่ 7 ▢ RC000000, วัตถุดิบลำดับที่ 8 ▢ RC00B015, วัตถุดิบลำดับที่ 9 ▢ RC00N003, วัตถุดิบลำดับที่ 10 ▢ RC00M018, วัตถุดิบลำดับที่ 11 ▢ RC00B003 คนผสมให้เข้ากันด้วยไม้พาย","10-15","-","ของเหลวใส โปร่งใส ไม่มีสี ไม่มีกลิ่น","","","2024-09-04 03:25:26","2025-07-16 04:35:16"
"2046","MF2409001","A+B","7","","ค่อยๆเติม part B ทีละส่วน ลงใน part A ปั่นผสมให้เข้ากันแล้วเติมส่วนถัดไป ปั่นผสมที่ความเร็วรอบ 500-1000 rpm","10-20","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2024-09-04 03:26:51","2024-09-04 03:27:08"
"2047","MF2409001","A+B+C","8","","เติมวัตถุดิบลำดับที่ 12 ▢ RC00W005 ลงในขั้นตอนที่ 7 ปั่นผสมที่ความเร็วรอบ 500-1000 rpm","1-5","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2024-09-04 03:27:15","2024-09-04 03:27:31"
"2048","MF2409001","A+B+C","9","","เติมวัตถุดิบลำดับที่ 13 ▢ RC00X005 ลงในขั้นตอนที่ 8 ปั่นผสมที่ความเร็วรอบ 500-1000 rpm","1-5","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2024-09-04 03:27:37","2025-07-16 04:35:25"
"2049","MF2409001","A+B+C","10","","เติมวัตถุดิบลำดับที่ 14 ▢ RC00V011 ลงในขั้นตอนที่ 9 ปั่นผสมที่ความเร็วรอบ 500-1000 rpm","1-5","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2024-09-04 03:28:00","2025-07-16 04:35:29"
"2050","MF2409001","A+B+C","11","","เติมวัตถุดิบลำดับที่ 15 RC00B029 ลงในขั้นตอนที่ 10 ปั่นผสมที่ความเร็วรอบ 500-1000 rpm","1-5","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น pH = 7","","","2024-09-04 03:28:24","2025-07-16 04:35:41"
"2051","MF2409002","C","1","","เตรียม part C โดยคนผสมวัตถุดิบลำดับที่ 9 ▢RC00X001 และวัตถุดิบลำดับที่ 10 ▢RC00R007 คนผสมด้วยไม้พาย \nจากนั้นเติมลงในวัตถุดิบลำดับที่ 8 ▢RC000000 (น้ำอุณหภูมิห้อง) ปั่นผสมด้วยเครื่องปั่นเล็กที่ความเร็วรอบ 100-500 rpm","40-60","-","ของเหลว โปร่งแสง","","","2024-09-04 03:33:41","2024-09-04 03:36:50"
"2052","MF2409002","D","2","","เตรียม part D โดยค่อยๆโปรยวัตถุดิบลำดับที่ 12 ▢RC00C001 ลงในวัตถุดิบลำดับที่ 11 ▢RC000000(น้ำอุณหภูมิห้อง) ปั่นผสมที่ความเร็วรอบ 100-500 rpm","40-60","-","เจล ใส มีฟองแทรก","","","2024-09-04 03:37:05","2024-09-04 03:37:29"
"2053","MF2409002","B","3","","เตรียม part B โดยให้ความร้อนวัตถุดิบลำดับที่ 2\n▢RC00L006,\nวัตถุดิบลำดับที่ 3 ▢RC00O011,\nวัตถุดิบลำดับที่ 4 ▢RC00L005,\nวัตถุดิบลำดับที่ 5 RC00T005,\nวัตถุดิบลำดับที่ 6 ▢RC00S004,\nวัตถุดิบลำดับที่ 7 ▢RC00B014 คนผสมให้เข้ากันด้วยไม้พาย\nเมื่อได้อุณหภูมิตามกำหนดจึงหยุดให้ความร้อน","30-45","70-75","ของเหลว โปร่งแสง ไม่มีสี ไม่มีกลิ่น","","","2024-09-04 03:37:34","2024-09-04 03:38:02"
"2054","MF2409002","A+B","4","","เตรียม part A วัตถุดิบลำดับที่ 1 ▢RC000000 (น้ำร้อน)\nจากนั้นค่อยๆเติม ▢part B โดยค่อยๆเทเป็นสาย ปั่นผสมที่ความเร็วรอบ 500-600 rpm","5-10","70-75","ของเหลว สีขาว ทึบแสง  ไม่มีกลิ่น","","","2024-09-04 03:38:09","2024-09-04 03:38:26"
"2055","MF2409002","A+B+C","5","","ค่อยๆเติม ▢part C ลงในขั้นตอนที่ 4 ปั่นผสมที่ความเร็วรอบ 500-700 rpm","5-10","-","ของเหลว สีขาว ทึบแสง  ไม่มีกลิ่น","","","2024-09-04 03:38:34","2024-09-04 03:39:17"
"2056","MF2409002","A+B+C+D","6","","ค่อยๆเติม ▢part D ลงในขั้นตอนที่ 5 ปั่นผสมที่ความเร็วรอบ 500-700 rpm","10-15","-","เนื้อครีมเหลว สีขาว ทึบแสง ไม่มีกลิ่น","","","2024-09-04 03:38:53","2024-09-04 03:39:13"
"2057","MF2409002","A+B+C+D+E","7","","ค่อยๆเติมวัตถุดิบลำดับที่ 13 ▢RC00T016 ลงในขั้นตอนที่ 6 ปั่นผสมที่ความเร็วรอบ 600-800 rpm","50-60","-","เนื้อครีมเหลว สีขาวทึบแสงไม่มีกลิ่น","","","2024-09-04 03:39:23","2024-09-04 03:39:46"
"2058","MF2409002","F","8","","เตรียม part F ผสมวัตถุดิบลำดับที่ 14 ▢RC000000,\nวัตถุดิบลำดับที่ 15 ▢RC00H003,\nวัตถุดิบลำดับที่ 16 ▢RC00H004,\nวัตถุดิบลำดับที่ 17 ▢RC00D002,\nวัตถุดิบลำดับที่ 18\n▢RC00N003,\nวัตถุดิบลำดับที่ 19 ▢RC00S051,\nวัตถุดิบลำดับที่ 20 ▢RC00P014,\nวัตถุดิบลำดับที่ 21\n▢RC00G011,\nวัตถุดิบลำดับที่ 22 ▢RC00RO10,\nวัตถุดิบลำดับที่ 23 ▢RC00P023,\nวัตถุดิบลำดับที่ 24 ▢RC00S003\nผสมเครื่องปั่นเล็กที่ความ เร็ว100-500rpm","20-30","","ของเหลว สีน้ำตาล กลิ่นเฉพาะตัว","","","2024-09-04 03:40:13","2024-09-04 03:40:25"
"2059","MF2409002","A+B+C+D+E+F","9","","ค่อยๆเติม ▢part F ทีละส่วนน้อยๆ ลงใน ▢ขั้นตอนที่7 \nปั่นผสมที่ความเร็วรอบ 500-800 rpm","15-30","<45","เนื้อครีมเหลว  สีขาวอมเหลือง ไม่มีกลิ่น pH = 6","","","2024-09-04 03:40:35","2024-09-04 03:43:57"
"2060","MF2409003","E","1","","เตรียม part E โดยชั่งวัดถุดิบลำดับที่ 13 ▢RC000000 ลงในหม้อผสมเล็ก ค่อยๆโปรยวัตถุดิบลำดับที่ 14 ▢RC00C001 แช่ไว้ 1 คืน แล้วนำมาปั่นผสมโดยใช้เครื่องปั่นเล็กที่ความเร็วรอบ 100-300 rpm จนขึ้นเป็นเนื้อเจล","15-30","-","เนื้อเจล มีฟองแทรก","","","2024-09-04 06:54:31","2024-09-04 07:29:01"
"2061","MF2409003","B","2","","เตรียม part B โดยให้ความร้อนวัตถุดิบลำดับที่ 3 ▢RC00O014,\nวัตถุดิบลำดับที่ 4 ▢RC00C033,\nวัตถุดิบลำดับที่ 5 ▢RC00I013 และวัตถุดิบลำดับที่ 6 ▢RC00U001 คนผสมจนเป็นใส เป็นเนื้อเดียวกัน","5-10","80-85","ของเหลว ใส","","","2024-09-04 07:29:11","2024-09-04 07:50:09"
"2062","MF2409003","B","3","","เติมวัตถุดิบลงในขั้นตอนที่ 2 ประกอบด้วย วัตถุดิบลำดับที่ 7 ▢RC00S062, วัตถุดิบลำดับที่ 8 ▢RC00P002, วัตถุดิบลำดับที่ 9 ▢RC00P003 และวัตถุดิบลำดับที่ 10 ▢RC00L006 คนผสมจนเป็นเนื้อเดียวกัน เมื่ออุณหภูมิอยู่ในช่วงแล้วจึงหยุดให้ความร้อน แล้วเตรียม part A ต่อทันที","10-15","75-80","ของเหลว ขุ่น","","","2024-09-04 07:48:35","2024-09-04 07:58:01"
"2063","MF2409003","A","4","","เตรียม part A โดยชั่งวัตถุดิบลำดับที่ 1 RC000000 (น้ำร้อน) ลงในหม้อผสมใหญ่ โปรยวัตถุดิบลำดับที่ 2 ▢RC00E003 ปั่นผสมที่ความเร็วรอบ 100-300 rpm *ใช้หัว Homo ตั้งแต่ขั้นตอนนี้เป็นต้นไป*","1-2","70-75","ของเหลวใส","","","2024-09-04 07:55:05","2024-09-12 07:48:16"
"2064","MF2409003","A+B","5","","ผสม part A+B โดยค่อยๆเท part B ลงใน part A (เทเป็นสายช้าๆต่อเนื่อง) ปั่นผสมที่ความเร็วรอบ 500-700 rpm","15-30","70-75","ของเหลวสีขาวทึบ","","","2024-09-04 08:01:24","2024-09-04 08:52:36"
"2065","MF2409003","A+B+C","6","","ที่อุณหภูมิต่ำกว่า 45 °C เติมวัตถุดิบลำดับที่ 11 ▢RC00T022 ลงในขั้นตอนที่ 5 ปั่นผสมที่ความเร็วรอบ 500-700 rpm","5-10","<45","ของเหลวสีขาวทึบ อมเหลืองเล็กน้อย","","","2024-09-04 08:31:58","2024-09-04 08:53:23"
"2066","MF2409004","A","1","","ชั่ง ▢RC000000 ลงในหม้อผสมเล็กจากนั้นค่อยๆเติม Part A ทีละตัว ได้แก่\n▢RC00L004\n▢RC00X001 \nปั่นผสมให้เข้ากันที่ความเร็วรอบ100-500 rpm จน RC00X001  พองตัวดี \nจากนั้นค่อยๆโปรย ▢RC00A032 ลงไปให้หม้อผสมแล้วปั่นผสมให้เข้ากันที่ความเร็วรอบ100-700 rpm จนเข้ากันเป็นเนิ้อเดียวกัน","15-30","-","เนื้อเจล โปร่งใส มีฟองแทรก","","","2024-09-04 08:46:25","2024-09-04 08:51:44"
"2067","MF2409003","A+B+C+D","7","","เติมวัตถุดิบลำดับที่ 12 ▢RC00V001 ลงในขั้นตอนที่ 6 ปั่นผสมที่ความเร็วรอบ 500-700 rpm","5-10","<45","ของเหลวสีขาวทึบ อมเหลืองเล็กน้อย","","","2024-09-04 08:51:46","2024-09-04 09:01:57"
"2068","MF2409004","B","2","","ชั่ง▢RC000000 อุณหภูมิ 90-95 องศาเซลเซียส ลงในหม้อผสมใหญ่ จากนั้นเติม Part B ทีละตัวได้แก่\n▢RC00E003\n▢RC00V001\nปั่นผสมให้เข้ากันที่ความเร็วรอบ100-700 rpm จนเข้ากันเป็นเนิ้อเดียวกัน","1-5","80-85","ของเหลว โปร่งแสง","","","2024-09-04 08:51:53","2024-09-04 08:54:39"
"2069","MF2409004","C","3","","เติม Part C ทีละตัวตามลำดับลงในหม้อผสมเล็ก นำไปให้ความร้อน ใช้ไม้พายคนเป็นระยะ จนละลายเป็นเนื้อเดียวกัน\n▢RC00C033\n▢RC00S004\n▢RC00P003\n▢RC00S062\n▢RC00L006\n▢RC00P002\n▢RC00O014\n▢RC00U001	\n(เติมของเหลวลงไปก่อนเพื่อลดเวลาในการละลาย)","20-30","70-75","ของเหลว สีเหลือง","","","2024-09-04 08:54:47","2024-09-04 09:01:29"
"2070","MF2409004","B+C","4","","เท Part C ลงใน Part B จากนั้นปั่นผสมให้เข้ากันที่ความเร็วรอบ100-700 rpm จนเข้ากันเป็นเนิ้อเดียวกัน","15-30","65-70","ของเหลว สีขาวทึบ","","","2024-09-04 09:00:25","2024-09-04 09:01:55"
"2071","MF2409004","B+C+D","5","","เติม ▢RC00D020 ลงในข้อ4. ปั่นผสมให้เข้ากันที่ความเร็วรอบ100-700 rpm จนเข้ากันเป็นเนิ้อเดียวกัน","10-20","60-65","ของเหลว สีขาวทึบ","","","2024-09-04 09:02:04","2024-09-04 09:02:54"
"2072","MF2409003","A+B+C+D+E","8","","เติม part E ลงในขั้นตอนที่ 7 ปั่นผสมที่ความเร็วรอบ 500-700 rpm","5-10","<45","เนื้อครีมเหลวสีขาวทึบ อมเหลืองเล็กน้อย","","","2024-09-04 09:02:06","2024-09-04 09:32:58"
"2073","MF2409004","B+C+D+E","6","","เติม ▢RC00T022 ลงในข้อ5. ปั่นผสมให้เข้ากันที่ความเร็วรอบ100-700 rpm จนเข้ากันเป็นเนิ้อเดียวกัน","10-20","55-60","ของเหลว สีขาวทึบ","","","2024-09-04 09:03:06","2024-09-04 09:03:45"
"2074","MF2409004","A+B+C+D+E","7","","ค่อยๆเติม Part A ลงในข้อ6.\nปั่นผสมให้เข้ากันที่ความเร็วรอบ100-700 rpm จนเข้ากันเป็นเนิ้อเดียวกัน","15-30","45-50","สีขาวทึบ เป็นเนื้อเล็กน้อย","","","2024-09-04 09:03:52","2024-09-04 09:05:30"
"2075","MF2409004","F","8","","เตรียม Part F ในหม้อผสมเล็ก\nโดยใช้ไม้พายคนผสม ได้แก่\n▢RC000000\n▢RC00R007\n▢RC00D002\n▢RC00N003\n▢RC00C043\n▢RC00G007\n▢RC00M021\nจนเข้ากันดี","5-10","-","ของเหลว สีเหลืองอ่อน โปร่งใส","","","2024-09-04 09:05:18","2024-09-04 09:13:57"
"2076","MF2409004","A+B+C+D+E+F","9","","เติม ▢Part F ลงไปในข้อ7.\nปั่นผสมให้เข้ากันที่ความเร็วรอบ100-700 rpm จนเข้ากันเป็นเนิ้อเดียวกัน","10-20","-","เนื้อครีม สีขาว","","","2024-09-04 09:10:26","2024-09-04 09:11:30"
"2077","MF2409004","A+B+C+D+E+F+G","10","","เติม Part E ทีละตัว ได้แก่ \n▢RC00G006\n▢RC00G004\nลงในข้อ9. ปั่นผสมให้เข้ากันที่ความเร็วรอบ100-700 rpm จนเข้ากันเป็นเนิ้อเดียวกัน","10-20","-","เนื้อครีม สีขาว","","","2024-09-04 09:12:14","2024-09-04 09:14:07"
"2078","MF2409004","ปั่น Bulk","11","","ตกเนื้อ Bulk ลงในถังแบ่ง Bulk จากนั้นปั่นผสมอีกครั้งเพื่อให้เข้ากันดี","5-10","-","เนื้อครีม สีขาว pH=","","","2024-09-04 09:14:23","2024-09-04 09:15:50"
"2079","MF2409003","A+B+C+D+E+F","9","","เติมวัตถุดิบลำดับที่ 15 ▢RC00N001  ลงในขั้นตอนที่ 8 ปั่นผสมที่ความเร็วรอบ 500-700 rpm","1-5","<45","เนื้อครีมเหลวสีขาวทึบ อมเหลืองเล็กน้อย","","","2024-09-04 09:16:59","2024-09-04 09:41:22"
"2080","MF2409003","A+B+C+D+E+F","10","","เติมวัตถุดิบลำดับที่ 16 ▢RC00S003  ลงในขั้นตอนที่ 9 ปั่นผสมที่ความเร็วรอบ 500-700 rpm","1-5","<45","เนื้อครีมเหลวสีขาวทึบ อมเหลืองเล็กน้อย","","","2024-09-04 09:37:43","2024-09-04 09:41:24"
"2081","MF2409003","A+B+C+D+E+F","11","","เติมวัตถุดิบลำดับที่ 17 ▢RC00S075  ลงในขั้นตอนที่ 10 ปั่นผสมที่ความเร็วรอบ 500-700 rpm","1-5","<45","เนื้อครีมเหลวสีขาวทึบ อมเหลืองเล็กน้อย","","","2024-09-04 09:41:27","2024-09-04 09:42:08"
"2082","MF2409003","A+B+C+D+E+F","12","","เติมวัตถุดิบลำดับที่ 18 ▢RC00T016 ลงในขั้นตอนที่ 11 ปั่นผสมที่ความเร็วรอบ 500-700 rpm","5-10","<45","เนื้อครีมเหลวสีขาวทึบ อมเหลืองเล็กน้อย pH = 7.0-7.9","","","2024-09-04 09:42:12","2024-09-04 09:48:38"
"2083","MF2409005","A","1","","นำ Part A ได้แก่ ▢RC000000, ▢RC00A001 และ ▢RC00C001\nเทลงในถังแบ่ง Bulk","-","-","เนื้อเจลใส ไม่มีสี มีกลิ่นเฉพาะตัว","","","2024-09-04 10:40:14","2024-09-04 10:40:49"
"2084","MF2409005","B","2","","ผสม Part B ในถังแบ่ง Bulk อีกใบ โดยเติม \n▢RC000000, ▢RC00R007และ ▢RC00A001 ปั่นผสมด้วยความเร็วรอบ 100-500 rpm จนกระจายเป็นเนื้อเดียวกัน","5-10","-","ของเหลวใส ไม่มีสี มีกลิ่นเฉพาะตัว","","","2024-09-04 10:40:54","2024-09-04 10:41:20"
"2085","MF2409005","A+B","3","","ค่อยๆเติม ▢Part B ลง Part A ปั่นผสมด้วยความเร็วรอบ 100-500 rpm จนกระจายเป็นเนื้อเดียวกัน","20-30","-","เนื้อเจลใส ไม่มีสี มีกลิ่นเฉพาะตัว","","","2024-09-04 10:41:25","2024-09-04 10:41:37"
"2086","MF2409005","A+B+C","4","","เติมวัตถุดิบลำดับที่ 7 ▢RC00T016 ลง Part A+B ปั่นผสมด้วยความเร็วรอบ 300-900 rpm  จนกระจายเป็นเนื้อเดียวกัน","10-20","-","ของเหลวใส ไม่มีสี มีกลิ่นเฉพาะตัว","","","2024-09-04 10:41:44","2024-09-04 10:42:02"
