"id","fda_number","th_name","en_name","type","file_json","companies_id","fml_code","fml_name","genus","specie","part_used","solven","solven_group","note","cas_no","ins_no","part_use","record_status","created_at","updated_at"
"6323","N-0016591","ปูซูวาอิ","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6324","N-0016592","ปูดังเกนเนส","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6325","N-0016593","","TORTILLA","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6326","N-0016594","","TRITICALE","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6327","N-0016595","","VANILLA BISCUITS","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6328","N-0016596","","VANILLA WAFER CRUMBS","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6329","N-0016597","ปูทะเล","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6330","N-0016598","ปูผง","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6331","N-0016599","ปูม้า","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6332","N-0016600","ปูยักษ์","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6333","N-0016601","","WATER CHESTNUT STARCH","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6334","N-0016602","","WAXY MAIZE STARCH","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6335","N-0016603","ปูสามจุด","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6336","N-0016604","เปลือกกุ้ง","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6337","N-0016605","เนยเทียมขาว","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6338","N-0016606","","CONSOMME POWDER","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6339","N-0016607","เปลือกหอยนางรม","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6340","N-0016608","มันกุ้ง","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6341","N-0016609","มันปลา","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6342","N-0016610","นมผงขาดมันเนย","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6343","N-0016611","","WAXY RICE STARCH","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6344","N-0016612","มันปู","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6345","N-0016613","","WHEAT FLOUR","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6346","N-0016614","แมงกะพรุน","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6347","N-0016615","ลูกชิ้นปลา","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6348","N-0016616","","WHEAT GLUTEN FLOUR","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6349","N-0016617","","WHEAT PASTA","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6350","N-0016618","ลูกชิ้นปลาอินทรี","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6351","N-0016619","หนวดปลาหมึก","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6352","N-0016620","","WHEAT STARCH","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6353","N-0016621","หนังท้องปลาแซลมอน","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6354","N-0016622","หนังปลาแซลมอน","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6355","N-0016623","หมึกสาย","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6356","N-0016624","หอย","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6357","N-0016625","หอยกระดุม","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6358","N-0016626","หอยกาบ","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6359","N-0016627","หอยโข่งทะเล","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6360","N-0016628","หอยคราง","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6361","N-0016629","หอยคอร์บีคูล่า","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6362","N-0016630","หอยคีนส์แกเปอร์","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6363","N-0016631","หอยแครง","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6364","N-0016632","หอยงวงช้าง","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6365","N-0016633","หอยจี่ล้อโก๊ย","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6366","N-0016634","หอยเชลล์","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6367","N-0016635","หอยเซ้าท์ท็อป","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6368","N-0016636","หอยตลับ","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6369","N-0016637","หอยตาวัว","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6370","N-0016638","หอยทะเล","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6371","N-0016639","หอยทาก","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6372","N-0016640","หอยเทอร์โบ","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6373","N-0016641","หอยน่องสาว","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6374","N-0016642","หอยเป๋าฮื้อ","","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6375","N-0016643","หอยแปซิฟิค","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6376","N-0016644","หอยฟันม้า","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6377","N-0016645","หอยเม่น","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6378","N-0016646","หอยแมลงภู่","","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6379","N-0016647","หอยราเซอร์","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6380","N-0016648","หอยเรเซอร์","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6381","N-0016649","หอยลาย","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6382","N-0016650","หอยลายทอด","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6383","N-0016651","หอยสังข์","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6384","N-0016652","หอยหลอด","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6385","N-0016653","หอยอบาโลน","","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6386","N-0016654","หอยอาโอะย่าง","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6387","N-0016655","หอยแอสปารากัส","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6388","N-0016656","หางปลาฉลาม","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6389","N-0016657","หางปลาฉลามหนู","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6390","N-0016658","หางปลาฉลามแห้ง","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6391","N-0016659","หูฉลาม","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6392","N-0016660","หูฉลามแห้ง","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6393","N-0016661","หูปลาฉลาม","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6394","N-0016662","หูปลาฉลามแห้ง","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6395","N-0016663","แอนโชวี","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6396","N-0016665","","GEESE FEET","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6397","N-0016667","","WHEATEN FLOUR","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6398","N-0016668","มาการีน","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6399","N-0021319","","Ammonium dihydrogen phosphate","FA","breakdown-component","3","","","","","","","","","7722-76-1","342i","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6400","N-0016670","","WHEATEN STARCH","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6401","N-0016672","","WHEATEN STARCH","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6402","N-0016673","เนยขาวเทียม","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6403","N-0016675","","YELLOW CORN FLOUR","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6404","N-0016678","","SALAD OIL","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6405","N-0016682","","Absinthium oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6406","N-0016689","","Apricot kernel oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6407","N-0016691","","ARA OIL FROM MORTIERELLA ALPINA","AI","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6408","N-0016695","","Artemisia absinthium oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6409","N-0016696","","Currant buds black absolute","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6410","N-0017193","น้ำมันเมล็ดชา/Camellia seed oil","","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6411","N-0016719","บัตเตอร์ออยล์ / น้ำมันเนย","BUTTER OIL","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6412","N-0016739","","Cassia bark oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6413","N-0016740","","Cassia oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6414","N-0016742","","Chamomile flower, English, oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6415","N-0016743","","Chamomile flower, Hungarian, oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6416","N-0016744","","Chamomile flower, Roman, oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6417","N-0016746","","Chamomile oil, Roman","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6418","N-0016752","","Cinnamomum cassia bark oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6419","N-0016753","","Cinnamon bark oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6420","N-0016754","","Cinnamon bark oil, Ceylon","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6421","N-0016755","","Cinnamon leaf oil, Ceylon","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6422","N-0016763","","Cinnamon leaf oil, Chinese","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6423","N-0016769","","Cinnamon leaf oil, Saigon","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6424","N-0014259","","SODIUM PYROPHOSPHATE,ANHYDROUS","FA","breakdown-component","3","","","","","","","","","7722-88-5","450iii","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6425","N-0014977","","TETRASODIUM DIPHOSPHATE,ANHYDROUS","FA","breakdown-component","3","","","","","","","","","7722-88-5","450iii","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6426","N-0014979","","TETRASODIUM PYROPHOSPHATE,ANHYDROUS","FA","breakdown-component","3","","","","","","","","","7722-88-5","450iii","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6427","N-0016801","","Clary sage oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6428","N-0016802","","Clove bud oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6429","N-0016806","","Clove bud oleoresin","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6430","N-0016808","","Clove leaf oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6431","N-0016809","","Clove leaf oil, Madagascar","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6432","N-0016810","","CLOVE OIL","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6433","N-0016816","","Clove stem, oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6434","N-0016817","","COCO FAT","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6435","N-0016840","","Cumin oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6436","N-0016843","","Dill oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6437","N-0016850","","Eugenia bud oleoresin","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6438","N-0016853","","Evernia absolute","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6439","N-0016861","","Fenugreek oleoresine","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6440","N-0016873","น้ำมันฟักข้าว","GAC OIL","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6441","N-0016874","","Garden rosemary oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6442","N-0016913","","ONION OIL","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6443","N-0016951","","Laurel leaf oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6444","N-0016952","","Laurus nobilis leaf oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6445","N-0016953","","Laurus nobilis oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6446","N-0016971","","Lovage oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6447","N-0016972","","Mace oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6448","N-0016978","","Marjoram oleoresin","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6449","N-0016979","","Marjorana hortensis oleoresin","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6450","N-0016991","มิลค์แฟต / ไขมันนม","MILK FAT","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6451","N-0017011","","PALM OLEIN FROM PERICARP","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6452","N-0017014","","PALM OLEINE","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6453","N-0016875","","GARLIC OIL","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6454","N-0011376","","NITROGEN","FA","breakdown-component","3","","","","","","","","","7727-37-9","941","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6455","N-0017040","","REFINED LARD","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6456","N-0017051","","REFINED PALM KERNEL OLEIN","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6457","N-0017052","","REFINED PALM KERNEL STEARIN","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6458","N-0017057","","REFINED PALM OLEIN FROM MESOCARP","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6459","N-0017059","","REFINED PALM STEARIN FROM PERICARP","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6460","N-0017065","","RICE GERM OIL","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6461","N-0000328","","ROSEMARY OIL","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6462","N-0017080","","Rosemarinus officinalis oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6463","N-0017082","","THYME OIL (THYMUS VULGARIS L.)","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6464","N-0017083","","Thyme oil, red","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6465","N-0017129","น้ำมันกระเทียมเจียว","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6466","N-0017191","น้ำมันมะนาว","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6467","N-0017213","น้ำมันยูคาลิปตัส","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6468","N-0017279","น้ำมันเลมอน","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6469","N-0017310","ไขมันนม","","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6470","N-0017326","","Peumus boldus oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6471","N-0017348","","AGAVE SYRUP","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6472","N-0017356","ผงโกโก้ชนิดอัลคาไลซ์","ALKALIZED COCOA POWDER /DUTCH PROCESSED COCOA POWDER","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6473","N-0017358","","BAKED BEANS SEASONING","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6474","N-0017364","","BARLEY FLOUR","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6475","N-0017374","","BBQ SEASONING","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6476","N-0017383","","BEEF SEASONING","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6477","N-0017408","","Labdanum absolute","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6478","N-0017424","","Mimosa absolute","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6479","N-0017428","","Oakmoss absolute","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6480","N-0017429","","Ocimum basilicum oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6481","N-0017430","","Ocimum basilicum oleoresin","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6482","N-0017431","","Oils, boldo leaf","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6483","N-0017441","","Orange blossoms absolute","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6484","N-0017442","","Orange flower absolute","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6485","N-0017461","","Petroselinum oleoresin","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6486","N-0017473","","Pimenta acris oleoresin","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6487","N-0017474","","Pimenta berry oil","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6488","N-0017484","","Balsam fir oleoresin","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6489","N-0017486","","Balsam tolu","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6490","N-0017487","","Balsam, Peru","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6491","N-0017488","","Balsams, Peru","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6492","N-0017493","","BANANA CHIP","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6493","N-0017503","","BARLEY BETA-GLUCAN","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6494","N-0017505","","Pimenta officinalis oleoresin","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6495","N-0017510","","BARLEY MALT SYRUP","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6496","N-0017521","","BEAN CURD","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6497","N-0017523","","BEE POLLEN","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6498","N-0017524","","BEE POLLEN POWDER","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6499","N-0017525","","BEEF","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6500","N-0017527","","BEEF BONE","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6501","N-0017528","","BEEF BONE SOUP","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6502","N-0017529","","BEEF CASING","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6503","N-0017530","","BEEF CUBE ROLL","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"6504","N-0017531","","BEEF DIAPHRAGM TISSUE","ING","breakdown-component","3","","","","","","","","","","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
