rd_formula_id,product_details_id,rd_formula_detail,user_name_th,user_name_en,rd_formula_version,rd_formula_version_text,rd_formula_ref,rd_formula_main,rdf_percent_plus_price,month_number,year_number,rd_formula_date,sts_note,user_name_action,mf_sts,document_statuses_id,users_id,record_status,created_at,updated_at,product_name,customer_name,sale_data,company_data,companies_id,rd_project_amount,rd_units_id,brief_server,project_brieft_heads_id,project_no,ccode,fg_code,quantity,rdf_good_quantity,retain,loss,batch_count,codination_id
RDF2405248,1548,กลิ่น Cucumber,,Thidapon  Kliangrot,3,1.2,RDF2405247,RDF2405162,25,5.0,2024.0,05/21/2024,,Thidapon  Kliangrot,0,2,21,1,2024-05-31 16:42:17,2024-05-31 16:43:02,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2405249,1561,สูตรไม่มีน้ำหอม,,Thanaporn.Pan,1,1.2,RDF2405230,RDF2405230,25,5.0,2024.0,05/29/2024,,Thanaporn.Pan,0,2,34,1,2024-05-31 16:48:37,2024-05-31 16:56:54,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406001,1145,"ปรับต่อจากสูตร 2.1 
ปรับให้เนื้อมีความมันลดลง 
- เน้นเบลอรูขุมขน
-ไม่ตกร่อง
-คุมมัน",,Thanyanitchawee Sriwaranon,0,4,,RDF2406001,20,6.0,2024.0,06/04/2024,,Thanyanitchawee Sriwaranon,0,2,25,1,2024-06-04 09:27:45,2024-06-04 09:27:48,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406002,1145,"ปรับต่อจากสูตร 2.1 
ปรับให้เนื้อมีความมันลดลง 
- เน้นเบลอรูขุมขน
-ไม่ตกร่อง
-คุมมัน
-ปรับโทนสี เบอร์ 2 natural 
Ref.https://drive.google.com/file/d/1vT-ORi3gyotT6sij6sMoS27Za3xk02eV/view?usp=drivesdk",,Thanyanitchawee Sriwaranon,1,4.1,RDF2406001,RDF2406001,20,6.0,2024.0,06/04/2024,,Thanyanitchawee Sriwaranon,0,2,25,1,2024-06-04 09:27:57,2024-06-04 09:29:52,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406003,1436,"*ไม่เป็นคราบขาว ไม่เอาน้ำหอม ดูดซับความมันผมได้ดีมากๆๆ ลดกลิ่น
ถ้าระงับคันได้ด้วยจะดีมาก ส่วนผสมไม่แพ้ระคายเคือง ใส่เป็นสเปรย์อัดแก๊ส

Active Ingredients
-DANDELIX PRO™ (Bonanzaneutra)
-Gosulin Rice (Bonanzaneutra)
-POLYFIX ZRC 25GP (Jebsen)",,Charinthip Thawisirisap,1,1,RDF2405013,RDF2405013,20,5.0,2024.0,05/03/2024,,Charinthip Thawisirisap,0,1,17,0,2024-06-04 09:30:07,2024-06-04 09:31:47,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406004,1592,"BM Dr.Pong
ปรับจากเดิม ให้ลดความมันได้ดีกว่านี้มากๆ ฟีลดีๆ เย็นๆ ใช้แล้วเหมือนสระผมใหม่ เลือกแก๊สอัดให้เหมาะสม
ไม่เป็นคราบขาว ไม่เอาน้ำหอม ดูดซับความมันผมได้ดีมากๆๆ ลดกลิ่น
ถ้าระงับคันได้ด้วยจะดีมาก ส่วนผสมไม่แพ้ระคายเคือง ใส่เป็นสเปรย์อัดแก๊ส
Active Ingredients
-DANDELIX PRO™ (Bonanzaneutra)
-Gosulin Rice (Bonanzaneutra)
-POLYFIX ZRC 25GP (Jebsen)",,Charinthip Thawisirisap,0,1,,RDF2406004,20,6.0,2024.0,06/04/2024,,Charinthip Thawisirisap,0,1,17,1,2024-06-04 09:40:02,2024-06-04 09:40:02,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406005,696,"เพิ่มความหนืดของเนื้ออีกนิด 
การซึมลงผิวดีแล้ว
สีเนื้อเซรั่ม ขอให้อ้างอิงสีเนื้อ Estee Lauder
ขอตย. 30 ชิ้น",,ทัศนวรี  โคตรวงศ์,3,8,RDF2405044,RDF2401072,20,1.0,2024.0,06/04/2024,,Charinthip Thawisirisap,1,3,19,1,2024-06-04 09:47:17,2025-04-23 13:10:31,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406006,1575,"concept. น้ำตบสำหรับคนผิวแพ้ง่าย+คนท้องใช้ได้ เน้นชุ่มชื้น กระชับ ฟื้นฟูบำรุงผิวขั้นสุด
Active : Hya + 5%Niacinamild+ให้ RD นำเสนอเพิ่มเติม
เนื้อ : water 
สี : -
กลิ่น : No fragrance อยากให้เป็นกลิ่นหอมๆอ่อนๆของสารสกัด",,Charinthip Thawisirisap,0,1,,RDF2406006,20,6.0,2024.0,06/04/2024,,Charinthip Thawisirisap,0,1,17,1,2024-06-04 10:14:37,2024-06-04 10:14:37,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406007,1395,"-ปรับสูตร2
ปรับให้เนื้อเป็นน้ำกว่านี้
SPF50+ PA++++",,Thanyanitchawee Sriwaranon,1,2,RDF2403177,RDF2403177,20,3.0,2024.0,03/25/2024,,Thanyanitchawee Sriwaranon,0,2,25,1,2024-06-04 10:17:15,2024-06-14 13:42:45,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406008,1574,".......27.06.24  ธิดาพร ตรวจสอบ  สารสกัดตามบรีฟค่าบ ถ้าเป็นเนื้อมากไปลองลด Cosmedia SP นะค่าบ....
concept. เซรั่มที่คนผิวแพ้ง่าย+คนท้องใช้ได้ เน้นชุ่มชื้น กระจ่างใสอย่างเป็นธรรมชาติ
ref. https://drive.google.com/file/d/12lz1Cjs3x2wcPP6Wo0VyIrZI6b9lB9TY/view?usp=drivesdk
ขึ้นสูตร1.2
Active : ตาม ref. +ให้ RD นำเสนอตัวที่มีงานวิจัยหรือนวัตกรรมให้ลูกค้าทำการตลาดได้



เนื้อ : ตาม ref
สี :ตาม ref
กลิ่น : No fragrance อยากให้เป็นกลิ่นหอมๆอ่อนๆของสารสกัด",,ชรินทร์ทิพย์ ทวิสิริทรัพย์,0,1,,RDF2406008,25,6.0,2024.0,06/04/2024,,Charinthip Thawisirisap,0,2,17,1,2024-06-04 10:29:58,2024-10-20 14:02:30,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406009,1394,"-ปรับสูตร3
ปรับเนื้อให้เหมือน BM:Dr.PaceLeader
https://drive.google.com/file/d/16ZuxnXfBD8g4WVZn03N8kQ60eckm01yH/view?usp=drivesdk
ส่วนสารสกัด เหมือนเดิม
- Niacinamide 5%
- สารให้ความเย็น
- สารอื่น ๆ ที่ช่วยด้าน AOX สัก 1-2 ตัว",,Charinthip Thawisirisap,0,3,,RDF2406009,20,6.0,2024.0,06/04/2024,,Charinthip Thawisirisap,0,1,17,1,2024-06-04 10:41:09,2024-06-04 10:41:09,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406010,1300,เพิ่ม Tone up ปละปรับเนื้อให้หนืดขึ้น,,Thanaporn.Pan,1,3,RDF2404128,RDF2404128,25,4.0,2024.0,05/02/2024,,Thanaporn.Pan,0,1,34,1,2024-06-05 12:46:07,2024-06-26 09:07:48,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406011,1194,"เพิ่ม Emul เพื่อความคงตัวของเนื้อ
- สีส้ม",,ชรินทร์ทิพย์ ทวิสิริทรัพย์,1,5.2,RDF2405213,RDF2405213,20,5.0,2024.0,06/05/2024,,Charinthip Thawisirisap,0,1,17,1,2024-06-05 13:00:22,2024-06-05 13:00:43,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406012,1045,"- ปรับ  texture ให้เป็นเนื้อครีม เหมือนของนัมจูค่ะ

ขึ้นตัวอย่าง 30 หลอด",,Charinthip Thawisirisap,0,6,,RDF2406012,20,6.0,2024.0,06/05/2024,,Charinthip Thawisirisap,0,1,17,1,2024-06-05 13:09:49,2024-06-05 13:09:49,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406013,1233,"ปรับเนื้อใหม่ ให้ ใช้แล้ว หน้าวิ้งขึ้น brightขึ้น
ใส่ตระกูลไมก้า
เพิ่ม TiO2
No OMC
Active ingredient
1-2% Superox-C
Claim Neoclair pro
pH=8",,Thanaporn.Pan,1,6,RDF2404111,RDF2404111,25,4.0,2024.0,04/22/2024,,Thanaporn.Pan,0,1,34,0,2024-06-05 14:29:54,2024-06-20 09:02:05,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406014,1389,"Active:
Glycolic Acid
AHA
Hydroxyethy Urea
Organic Glycerin
Niacinamide
Propylene Glycol (PG)
Allantoin
Organic Aloe Barbadensis Leaf Extract
วิตามิน อี (Vitamin E)",,Thidapon  Kliangrot,1,1,RDF2403120,RDF2403120,20,3.0,2024.0,03/19/2024,,Thidapon  Kliangrot,0,1,21,0,2024-06-05 17:55:19,2024-06-05 17:55:35,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406015,1577,"กันแดดหน้าผสมรองพื้น เน้นปกปิด สบายผิว แต่งหน้าต่อได้
Claims 
- SPF 50+ Pa++++
- No Alcohol
- No Paraben
- No fragrance
 ขึ้นสูตรที่ 1
Active: ให้ RD Ref. จากกันแดด Anessa+เพิ่มเติมให้ได้เลย
เนื้อ : เนื้อครีม
กลิ่น : ไม่แต่ง (ขอกลิ่น
กันแดดที่ไม่แรงนะคะ)
สี : เบอร์ 01
pH 4.86",,Thanaporn.Pan,0,1.1,,RDF2406015,25,6.0,2024.0,06/05/2024,,Thanaporn.Pan,0,2,34,1,2024-06-05 18:00:06,2024-06-17 19:13:57,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406016,1577,"กันแดดหน้าผสมรองพื้น เน้นปกปิด สบายผิว แต่งหน้าต่อได้
Claims 
- SPF 50+ Pa++++
- No Alcohol
- No Paraben
- No fragrance
ขึ้นสูตรที่ 1
Active: ให้ RD Ref. จากกันแดด Anessa+เพิ่มเติมให้ได้เลย
เนื้อ : เนื้อครีม
กลิ่น : ไม่แต่ง (ขอกลิ่น
กันแดดที่ไม่แรงนะคะ)
สี : เบอร์ 02
pH 4.80",,ธิดาพร  เกลี้ยงรส,1,1.2,RDF2406015,RDF2406015,27,6.0,2024.0,06/05/2024,,Thanaporn.Pan,1,3,34,1,2024-06-05 18:00:37,2025-09-12 10:39:35,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406017,877,"-ปรับสูตร8 ****** ขอราคาถูกๆมากๆ ถูกกว่าสูตร 6 

เนื้อเป็นสูตร7 กลิ่นเหมือนสูตร6 เพิ่มความชุ่มชื้นอีกนิด https://drive.google.com/file/d/1-MhuFBT4j3AcODAmlDY79ddS2jZ16DmO/view?usp=drivesdk
pH = 5.00-5.50",,Thidapon  Kliangrot,7,8,RDF2405018,RDF2309086,25,9.0,2023.0,09/21/2023,,Thidapon  Kliangrot,0,2,21,1,2024-06-05 18:19:45,2024-06-13 14:36:09,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406018,1379,- ปรับต่อจากสูตร 3 ปรับลดกลิ่นของสารที่ทำให้แสบจมูกลง เพื่อไม่ให้กลบกลิ่นของ Essencial oil,,ธิดาพร  เกลี้ยงรส,4,4,RDF2405087,RDF2403092,27,3.0,2024.0,03/13/2024,,Thidapon  Kliangrot,0,2,21,1,2024-06-05 18:38:14,2025-07-16 15:09:52,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406019,376,"ปรับสูตร 6
ปรับเพิ่มสารกันเสียในสูตร 5 
เก็บเข้าตู้เร่งสภาวะก่อนส่งตย.

*กันเเดดสูตร 5 ติดเชื้อ",,Warisara Na Chiangmai,2,6,RDF2405066,RDF2311024,20,11.0,2023.0,11/09/2023,,Thanyanitchawee Sriwaranon,0,1,25,0,2024-06-06 08:43:44,2024-06-06 08:43:55,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406020,376,"ปรับสูตร 7
เปลี่ยนกันเสียใหม่(ตัวเดิมกลิ่นเเรง)",,Thanyanitchawee Sriwaranon,0,7,,RDF2406020,20,6.0,2024.0,06/06/2024,,Thanyanitchawee Sriwaranon,0,1,25,1,2024-06-06 08:48:35,2024-06-13 10:47:03,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406021,1537,"สูตร 1.2 แมทไปเหมือนแป้ง ปกปิดไม่อยู่
ไม่ค่อยเบลอรูขุมขน ทาแล้วลูกค้าแจ้งว่าผิวหน้าไม่สวย หน้าเป็นคราบหนักมาก เพราะเนื้อแห้งสุดๆค่ะ
ทำเบอร์ 01",,Thidapon  Kliangrot,2,2.2,RDF2405163,RDF2405161,25,5.0,2024.0,05/21/2024,,Thidapon  Kliangrot,0,1,21,1,2024-06-06 09:07:23,2024-06-07 13:42:40,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406022,1590,"ช่วยเรื่องการนอนหลับ กับ หายใจสะดวกขึ้น  oil กลุ่มลาเวนเดอร์ เปเปอร์มิ้นท์	

Active
- Lavender Essential Oil
- Peppermint Essential Oil
- Eucalyptus Essential Oil
- Chamomile Essential Oil
- Bergamot Essential Oil

ขอเป็น Essential Oil ทั้งหมดคับ",,Charinthip Thawisirisap,0,1,,RDF2406022,20,6.0,2024.0,06/06/2024,,Charinthip Thawisirisap,0,2,17,1,2024-06-06 11:41:34,2024-07-29 16:49:19,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406023,1335,"เอาสูตร3.3มาปรับต่อ
ลคแจ้งว่า ฟีลเหมือนprimer ไปหน่อย อยากปรับให้ซึมดีกว่านี้ ไม่เคลือบผิวเยอะ ไม่มัน ไม่เยิ้มเวลาหน้ามัน ลดกลิ่นลง ครีมไม่ตกร่อง ทาบริเวณเปลือกตาแล้วไม่ตกร่อง ไม่เป็นคราบขาว",,Charinthip Thawisirisap,0,4,,RDF2406023,20,6.0,2024.0,06/06/2024,,Charinthip Thawisirisap,0,1,17,1,2024-06-06 11:55:40,2024-06-06 11:55:40,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406024,761,"ส่งตัวอย่างสูตร 10 ให้ลูกค้าเพิ่ม
(แผ่นแบบเก่า+ใส่แผ่นรองของโรงงาน 4 แผ่น / แผ่นแบบใหม่ 4 แผ่น)",,Thidapon  Kliangrot,9,10.2,RDF2405126,RDF2308075,20,8.0,2023.0,09/18/2023,,Thidapon  Kliangrot,0,2,21,1,2024-06-06 18:41:47,2024-06-06 18:41:59,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406025,1007,"ปรับสูตร 13
ปรับลดความมันลง 
ปรับไปใช้pigmentที่ใช้ oil ในการกระจายสีน้อยลง
เช็คสาร electrolize ในสูตร ลูกค้ามีอาการเเสบตา

*ถ้ายึดเนื้อจากสูตร10ได้จะดีมาก",,ทัศนวรี  โคตรวงศ์,1,13,RDF2311062,RDF2311062,20,11.0,2023.0,06/07/2024,,Charinthip Thawisirisap,1,3,19,1,2024-06-07 07:58:01,2025-03-11 09:00:52,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406026,1600,"Niacinamide: 5%
N-Acetyl Glucosamine: 4%
Tranexamic Acid: 3%
Resveratrol: 0.5% 
Hydroxyphenoxy Propionic Acid: 0.5%
Aquaxyl: 3%
Hyaluronic Acid: 1%
D-Panthenol(B5) 5%
Matrixyl synthe 6 2%

เนื้อสัมผัส
สีครีม ไม่มีกลิ่น (ไม่ใส่น้ำหอม) เนื้อเนียนซึมง่าย",,Thanaporn.Pan,0,1,,RDF2406026,25,6.0,2024.0,06/07/2024,,Thanaporn.Pan,0,1,34,1,2024-06-07 09:49:22,2024-06-07 09:49:22,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406027,1496,"-ปรับสูตร2
เนื้อเบา ซึมไว เหมือน Beauty of Joseon
สูตรและ Active ตามนี้
เพิ่ม เปลี่ยน serenitide ในลิ้ง เป็น AdipoSol 2%",,Thanyanitchawee Sriwaranon,1,2,RDF2405082,RDF2405082,20,5.0,2024.0,05/10/2024,,Thanyanitchawee Sriwaranon,0,2,25,1,2024-06-07 10:29:17,2024-06-26 11:39:32,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406028,1537,"สูตร 1.3 แมทไปเหมือนแป้ง ปกปิดไม่อยู่
ไม่ค่อยเบลอรูขุมขน ทาแล้วลูกค้าแจ้งว่าผิวหน้าไม่สวย หน้าเป็นคราบหนักมาก เพราะเนื้อแห้งสุดๆค่ะ
ทำเบอร์ 02",,Thidapon  Kliangrot,3,2.3,RDF2406021,RDF2405161,25,5.0,2024.0,05/21/2024,,Thidapon  Kliangrot,0,1,21,1,2024-06-07 13:42:46,2024-06-07 13:45:39,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406029,1537,"สูตร 1.1 แมทไปเหมือนแป้ง ปกปิดไม่อยู่
ไม่ค่อยเบลอรูขุมขน ทาแล้วลูกค้าแจ้งว่าผิวหน้าไม่สวย หน้าเป็นคราบหนักมาก เพราะเนื้อแห้งสุดๆค่ะ
ทำเบอร์ 00",,Thidapon  Kliangrot,4,2.1,RDF2406028,RDF2405161,25,5.0,2024.0,05/21/2024,,Thidapon  Kliangrot,0,1,21,1,2024-06-07 13:45:44,2024-06-07 13:46:42,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406030,1156,"- ปรับกลิตเตอร์สีทอง แบบละเอียด
- ลดออยลง การแยกชั้น น้ำมากกว่าออย
- กลิ่น jassmine อ่อน",,Thanyanitchawee Sriwaranon,4,5.1,RDF2403158,RDF2401140,20,1.0,2024.0,01/24/2024,,Thanyanitchawee Sriwaranon,0,1,25,1,2024-06-07 13:54:09,2024-06-07 13:54:37,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406031,1156,กลิ่นน้ำหอม 100%,,Thanyanitchawee Sriwaranon,5,6.1,RDF2406030,RDF2401140,20,1.0,2024.0,01/24/2024,,Thanyanitchawee Sriwaranon,0,1,25,1,2024-06-07 13:56:11,2024-06-07 13:56:56,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406032,1273,"เนื้อสัมผัสชอบแล้วค่ะ คงแบบเดิมได้เลย
 เปลี่ยน infraguard เป็น liposhield (effective dose) 
 spf 60+ pa++++ (ค่าที่ 18+ สำหรับการตรวจที่ปริมาณ 1.3ml ค่ะ เพื่อการนำไปตรวจให้ผ่าน in vivo ในอนาคต)",,ธิดาพร  เกลี้ยงรส,1,2,RDF2402083,RDF2402083,27,2.0,2024.0,02/08/2024,,Thidapon  Kliangrot,0,2,21,1,2024-06-07 16:56:45,2024-11-18 18:12:42,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406033,1593,"concept 
-สีประมาณนี้ 
https://drive.google.com/file/d/1Vnh5htAGRlAdENDQHAN6ogRcH-PaP0J8/view?usp=drivesdk

-ทิ้งสเตนนิดๆค่ะ ให้เหมือนสีปากสุขภาพดี
-ไม่เหนียวเหนอะ เลอะหมอน ทาก่อนนอน-ก่อนแต่งหน้า
-แก้ปัญหาริมฝีปากคล้ำ
-ให้ความชุ่มชื้น
ingredients
-Shea butter 
-Coconut oil 
-Co Coa butter 
-jojoba oil 
-Vit E
-Argan oil 
-Sunflower seed oil 
-Avocado oil 
-Macadamia nut oil 
-pepermint oil 
-น้ำมันเมล็ดองุ่น
-น้ำมันรำข้าว",,Thanaporn.Pan,0,1,,RDF2406033,25,6.0,2024.0,06/10/2024,,Thanaporn.Pan,0,1,34,1,2024-06-10 09:44:00,2024-06-10 09:44:00,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406034,1462,"-ปรับสูตร3
เอาสูตร2มาปรับลดความเหนอะลง ที่เหลือลูกค้าชอบแล้ว
SPF50++ PA++++ PPD30-40
เพื่อให้ได้ตามมาตรฐาน
•UVA/UVB ratio > 0.33 
•Critical Wavelength > 370
•Boot stars : 3-5
เพราะฉะนั้น UVA/UVB ratio > 0.6",,Thanyanitchawee Sriwaranon,2,3,RDF2405183,RDF2404153,20,4.0,2024.0,04/29/2024,,Thanyanitchawee Sriwaranon,0,2,25,1,2024-06-10 09:49:16,2024-06-26 13:37:29,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406035,1605,สูตร2218,,Charinthip Thawisirisap,0,1,,RDF2406035,20,6.0,2024.0,06/10/2024,,Charinthip Thawisirisap,1,3,22,1,2024-06-10 10:31:02,2024-06-10 11:36:54,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406036,1607,Her Hyness Hexapeptide Anti-Aging Super Dry Touch Sunscreen SPF50+ PA++++ สูตร2218+SunsphereH53,,Charinthip Thawisirisap,0,1,,RDF2406036,20,6.0,2024.0,06/10/2024,,Charinthip Thawisirisap,1,3,22,1,2024-06-10 11:08:51,2024-06-10 11:37:37,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406037,167,-,,Thidapon  Kliangrot,0,2,,RDF2406037,20,6.0,2024.0,06/10/2024,,Thidapon  Kliangrot,0,2,21,0,2024-06-10 16:22:11,2024-06-10 16:23:56,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406038,167,-,,Thidapon  Kliangrot,1,2,RDF2406037,RDF2406037,20,6.0,2024.0,06/10/2024,,Thidapon  Kliangrot,0,1,21,0,2024-06-10 16:23:22,2024-06-10 16:23:50,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406039,1547,ปรับโฟมให้แน่นขึ้น,,Charinthip Thawisirisap,0,2,,RDF2406039,20,6.0,2024.0,06/11/2024,,Charinthip Thawisirisap,0,2,17,1,2024-06-11 13:12:22,2024-10-20 14:24:53,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406040,1422,ปรับต่อจากสูตร 4.2  เพิ่มการกันน้ำกันเหงื่อ ลดการเกิดคราบขาว ปรับให้เซ็ตตัวได้ดีขึ้น แต่หลังทามีความเคลือบผิว,,ทัศนวรี  โคตรวงศ์,4,5,RDF2405089,RDF2404027,25,4.0,2024.0,06/13/2024,,Thidapon  Kliangrot,0,2,21,1,2024-06-11 13:54:10,2024-07-23 14:31:30,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406041,594,"ปรับสูตร 5
appearance เหมือนสูตร 4 (ลักษณะเนื้อ/สี ชอบเเล้ว)
performance ฟิลลิ่งในการทา กลิ่น อยากได้เหมือนสูตร 3",,Thidapon  Kliangrot,2,5,RDF2405106,RDF2404096,25,4.0,2024.0,04/18/2024,,Thidapon  Kliangrot,0,2,21,1,2024-06-11 13:55:47,2024-06-18 09:29:51,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406042,1599,"ส่งสูตรคุณบอลแบรนด์ Qaryn ที่คอนเฟิร์ม ให้ลูกค้า 3 ชิ้น 30 ml
...............
เนื้อที่ส่งไป No Active",,ทัศนวรี  โคตรวงศ์,0,1,,RDF2406042,27,6.0,2024.0,06/11/2024,,Thidapon  Kliangrot,0,2,21,1,2024-06-11 14:25:19,2024-08-16 08:25:18,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406043,1284,"1.ปรับให้กลิ่นให้มีความหอมเพิ่มขึ้น หลังใช้กลิ่นติดมือ
2.ปรับความสัมผัสให้มีเม็ดสคับเพิ่มขึ้น 
3.เพิ่มความชุ่มชื้นขึ้นหลังใช้
4. REF เนื้อสบู่
https://drive.google.com/file/d/1ILTkQh4Cmq2egcJjPtDLV4Pu9vRzP0ja/view?usp=drivesdk

กลิ่นpink berries",,Thidapon  Kliangrot,5,3.1,RDF2405150,RDF2402108,25,2.0,2024.0,02/14/2024,,Thidapon  Kliangrot,0,2,21,1,2024-06-12 10:36:50,2024-06-12 10:37:25,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406044,1462,"-ปรับสูตร3
เอาสูตร2มาปรับลดความเหนอะลง ที่เหลือลูกค้าชอบแล้ว
SPF50++ PA++++ PPD30-40
เพื่อให้ได้ตามมาตรฐาน
•UVA/UVB ratio > 0.33 
•Critical Wavelength > 370
•Boot stars : 3-5
เพราะฉะนั้น UVA/UVB ratio > 0.6",,Thanyanitchawee Sriwaranon,2,3,RDF2405183,RDF2404153,20,4.0,2024.0,04/29/2024,,Thanyanitchawee Sriwaranon,0,1,25,1,2024-06-12 13:26:24,2024-06-12 13:27:22,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406045,1406,"ปรับต่อจากสูตร 2.2 Non al
- ฟิลลิ่งเดิมลูกค้าโอเคแล้ว แต่ลดกลิ่นหอมของน้ำหอมลง ให้กลิ่นหอมอ่อนๆ",,Thanyanitchawee Sriwaranon,4,3.2,RDF2405238,RDF2404140,20,4.0,2024.0,04/25/2024,,Thanyanitchawee Sriwaranon,0,2,25,1,2024-06-12 13:28:56,2024-06-25 09:57:20,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406046,1431,"-ปรับสูตร 3 
ปรับต่อจากสูตร 2.2 เพิ่มสารสกัด Elastid  เข้าไป",,Thanyanitchawee Sriwaranon,3,3,RDF2405042,RDF2404059,20,4.0,2024.0,04/10/2024,,Thanyanitchawee Sriwaranon,0,2,25,1,2024-06-12 14:33:16,2024-06-13 10:45:07,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406047,1614,"อ้างอิงจากสูตร 2.1 ของบรีฟ 1164

ขึ้นตัวอย่าง แท่งโมล

- จัดส่งรอบ 2 เป็น
สูตรมีสี  500 ชิ้น
สูตรไม่มี  500 ชิ้น",,พงศ์ธนา  คำปัญโญ,0,1,,RDF2406047,20,6.0,2024.0,06/13/2024,,Thatsanawaree Kotwong,1,3,19,1,2024-06-13 11:06:07,2024-06-14 09:12:56,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406048,1593,"concept 
-สีประมาณนี้ 
https://drive.google.com/file/d/1Vnh5htAGRlAdENDQHAN6ogRcH-PaP0J8/view?usp=drivesdk

-ทิ้งสเตนนิดๆค่ะ ให้เหมือนสีปากสุขภาพดี
-ไม่เหนียวเหนอะ เลอะหมอน ทาก่อนนอน-ก่อนแต่งหน้า
-แก้ปัญหาริมฝีปากคล้ำ
-ให้ความชุ่มชื้น
ingredients
-Shea butter 
-Coconut oil 
-Co Coa butter 
-jojoba oil 
-Vit E
-Argan oil 
-Sunflower seed oil 
-Avocado oil 
-Macadamia nut oil 
-pepermint oil 
-น้ำมันเมล็ดองุ่น
-น้ำมันรำข้าว",,Thanaporn.Pan,1,1,RDF2406033,RDF2406033,25,6.0,2024.0,06/10/2024,,Thanaporn.Pan,0,2,34,1,2024-06-13 11:57:04,2024-06-13 11:57:38,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406049,1593,ตัวที่ไม่มีpepermint  สีเข้มก่อนปรับครั้งล่าสุด,,Thanaporn.Pan,2,1.2,RDF2406048,RDF2406033,25,6.0,2024.0,06/10/2024,,Thanaporn.Pan,0,1,34,1,2024-06-13 11:57:55,2024-06-13 11:59:57,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406050,1593,ตัวที่ไม่มี pepermint  สีล่าสุด,,Thanaporn.Pan,3,1.3,RDF2406049,RDF2406033,25,6.0,2024.0,06/10/2024,,Thanaporn.Pan,0,1,34,1,2024-06-13 12:00:08,2024-06-17 19:16:47,,,,,1,0,0,1,,,,,0,0,0,0,1,
RDF2406051,1593,ตัวที่มี pepermint  สีแบบล่าสุด,,Thanaporn.Pan,1,1.1,RDF2406033,RDF2406033,25,6.0,2024.0,06/10/2024,,Thanaporn.Pan,0,1,34,1,2024-06-13 12:04:16,2024-06-13 12:04:33,,,,,1,0,0,1,,,,,0,0,0,0,1,
